sweep,acceptance,plaquette
1,0.572917,0.93293
2,0.619792,0.884295
3,0.588542,0.857634
4,0.572917,0.839429
5,0.546875,0.820644
6,0.598958,0.792045
7,0.609375,0.784173
8,0.630208,0.786517
9,0.604167,0.776021
10,0.572917,0.762616
11,0.630208,0.770342
12,0.625,0.752039
13,0.604167,0.760042
14,0.588542,0.761658
15,0.651042,0.768109
16,0.598958,0.776228
17,0.557292,0.755402
18,0.630208,0.748431
19,0.5625,0.756848
20,0.645833,0.755284
21,0.625,0.762069
22,0.604167,0.765966
23,0.5625,0.765265
24,0.630208,0.765332
25,0.588542,0.750062
26,0.645833,0.754865
27,0.640625,0.755857
28,0.640625,0.756926
29,0.645833,0.759237
30,0.583333,0.741878
31,0.614583,0.731915
32,0.604167,0.732129
33,0.552083,0.733593
34,0.572917,0.736881
35,0.609375,0.735768
36,0.546875,0.727889
37,0.604167,0.723545
38,0.59375,0.72032
39,0.5625,0.712682
40,0.619792,0.742432
41,0.583333,0.748351
42,0.630208,0.740631
43,0.645833,0.729817
44,0.614583,0.740706
45,0.598958,0.74246
46,0.552083,0.744616
47,0.682292,0.73272
48,0.630208,0.742558
49,0.65625,0.750542
50,0.614583,0.742663
51,0.588542,0.742301
52,0.677083,0.73936
53,0.640625,0.74261
54,0.598958,0.739758
55,0.671875,0.7233
56,0.625,0.714601
57,0.541667,0.716169
58,0.5625,0.700419
59,0.630208,0.71321
60,0.546875,0.731817
61,0.567708,0.744907
62,0.59375,0.752747
63,0.546875,0.745757
64,0.567708,0.744428
65,0.625,0.751764
66,0.640625,0.763367
67,0.541667,0.755225
68,0.604167,0.770783
69,0.598958,0.770473
70,0.651042,0.770626
71,0.614583,0.756129
72,0.640625,0.746354
73,0.625,0.760016
74,0.609375,0.753086
75,0.578125,0.758475
76,0.630208,0.742888
77,0.59375,0.737942
78,0.583333,0.729873
79,0.572917,0.707914
80,0.578125,0.715645
81,0.677083,0.707706
82,0.640625,0.691925
83,0.671875,0.696978
84,0.5625,0.686571
85,0.557292,0.703993
86,0.614583,0.703831
87,0.578125,0.700675
88,0.625,0.698598
89,0.630208,0.69161
90,0.588542,0.697456
91,0.609375,0.698854
92,0.640625,0.705102
93,0.479167,0.707975
94,0.588542,0.699442
95,0.588542,0.706016
96,0.604167,0.720538
97,0.604167,0.721926
98,0.635417,0.702995
99,0.661458,0.667851
100,0.557292,0.673225
101,0.635417,0.682686
102,0.645833,0.679224
103,0.630208,0.68842
104,0.609375,0.680543
105,0.630208,0.680151
106,0.59375,0.69555
107,0.609375,0.700636
108,0.578125,0.691459
109,0.583333,0.696346
110,0.552083,0.70579
111,0.630208,0.710596
112,0.645833,0.724677
113,0.583333,0.737518
114,0.583333,0.719101
115,0.583333,0.727162
116,0.583333,0.735965
117,0.630208,0.731538
118,0.661458,0.729547
119,0.625,0.740993
120,0.614583,0.74574
121,0.614583,0.73728
122,0.614583,0.731771
123,0.614583,0.718567
124,0.625,0.718204
125,0.604167,0.743071
126,0.708333,0.756101
127,0.572917,0.751063
128,0.614583,0.728272
129,0.640625,0.735277
130,0.609375,0.764661
131,0.572917,0.769539
132,0.59375,0.754066
133,0.614583,0.767704
134,0.625,0.769472
135,0.661458,0.757655
136,0.630208,0.718212
137,0.625,0.717365
138,0.572917,0.719651
139,0.59375,0.728699
140,0.567708,0.726346
141,0.572917,0.724794
142,0.604167,0.714848
143,0.588542,0.721668
144,0.614583,0.709755
145,0.583333,0.699681
146,0.666667,0.692371
147,0.578125,0.692321
148,0.630208,0.695677
149,0.59375,0.699573
150,0.661458,0.719079
151,0.645833,0.698884
152,0.645833,0.699734
153,0.635417,0.693181
154,0.661458,0.715191
155,0.640625,0.73392
156,0.635417,0.712763
157,0.583333,0.707816
158,0.604167,0.717593
159,0.604167,0.721721
160,0.552083,0.732579
161,0.557292,0.738652
162,0.598958,0.724388
163,0.598958,0.707541
164,0.572917,0.716171
165,0.572917,0.728486
166,0.557292,0.72842
167,0.640625,0.724755
168,0.677083,0.734874
169,0.630208,0.732929
170,0.609375,0.736563
171,0.59375,0.735439
172,0.65625,0.748385
173,0.635417,0.752426
174,0.661458,0.742264
175,0.588542,0.754778
176,0.630208,0.747189
177,0.520833,0.731307
178,0.625,0.727914
179,0.598958,0.711178
180,0.609375,0.711786
181,0.609375,0.723917
182,0.625,0.711561
183,0.625,0.725169
184,0.640625,0.735021
185,0.640625,0.747777
186,0.614583,0.735613
187,0.609375,0.736278
188,0.598958,0.72095
189,0.609375,0.711449
190,0.583333,0.731802
191,0.614583,0.746552
192,0.588542,0.757733
193,0.609375,0.753474
194,0.567708,0.765022
195,0.598958,0.762536
196,0.588542,0.773378
197,0.572917,0.773733
198,0.619792,0.759673
199,0.635417,0.765339
200,0.625,0.744117
201,0.614583,0.720838
202,0.645833,0.733115
203,0.614583,0.717549
204,0.619792,0.735512
205,0.59375,0.719063
206,0.645833,0.735348
207,0.5625,0.745211
208,0.583333,0.740094
209,0.645833,0.741883
210,0.645833,0.738597
211,0.583333,0.733472
212,0.572917,0.730105
213,0.578125,0.738741
214,0.572917,0.727799
215,0.541667,0.739428
216,0.609375,0.746991
217,0.630208,0.735884
218,0.609375,0.732656
219,0.630208,0.711905
220,0.619792,0.723782
221,0.546875,0.709868
