sweep,R,T,W
4040,1,1,0.830196
4040,1,2,0.691628
4040,1,3,0.578031
4040,1,4,0.485854
4040,1,5,0.407865
4040,1,6,0.342173
4040,2,1,0.733814
4040,2,2,0.541746
4040,2,3,0.405514
4040,2,4,0.303034
4040,2,5,0.223073
4040,2,6,0.163315
4040,3,1,0.662202
4040,3,2,0.441537
4040,3,3,0.301423
4040,3,4,0.200942
4040,3,5,0.130127
4040,3,6,0.0807864
4040,4,1,0.60887
4040,4,2,0.375699
4040,4,3,0.242294
4040,4,4,0.156737
4040,4,5,0.0941302
4040,4,6,0.0522793
4040,5,1,0.559642
4040,5,2,0.323283
4040,5,3,0.196376
4040,5,4,0.116253
4040,5,5,0.06243
4040,5,6,0.0307607
4080,1,1,0.836562
4080,1,2,0.703513
4080,1,3,0.592027
4080,1,4,0.495639
4080,1,5,0.417791
4080,1,6,0.354467
4080,2,1,0.749342
4080,2,2,0.56716
4080,2,3,0.425581
4080,2,4,0.322094
4080,2,5,0.244603
4080,2,6,0.191001
4080,3,1,0.683912
4080,3,2,0.479994
4080,3,3,0.328507
4080,3,4,0.225602
4080,3,5,0.154871
4080,3,6,0.111659
4080,4,1,0.629244
4080,4,2,0.415581
4080,4,3,0.2643
4080,4,4,0.174079
4080,4,5,0.114572
4080,4,6,0.0801089
4080,5,1,0.581821
4080,5,2,0.365817
4080,5,3,0.220638
4080,5,4,0.135792
4080,5,5,0.0760433
4080,5,6,0.0457861
4120,1,1,0.829053
4120,1,2,0.692156
4120,1,3,0.577724
4120,1,4,0.477398
4120,1,5,0.394775
4120,1,6,0.329973
4120,2,1,0.729353
4120,2,2,0.540652
4120,2,3,0.401648
4120,2,4,0.295907
4120,2,5,0.214057
4120,2,6,0.157406
4120,3,1,0.655034
4120,3,2,0.436453
4120,3,3,0.300609
4120,3,4,0.201544
4120,3,5,0.132267
4120,3,6,0.0888179
4120,4,1,0.592692
4120,4,2,0.360089
4120,4,3,0.23011
4120,4,4,0.140613
4120,4,5,0.0764176
4120,4,6,0.044952
4120,5,1,0.534181
4120,5,2,0.29707
4120,5,3,0.171141
4120,5,4,0.100914
4120,5,5,0.0480735
4120,5,6,0.0229068
4160,1,1,0.834237
4160,1,2,0.695878
4160,1,3,0.580618
4160,1,4,0.487635
4160,1,5,0.408028
4160,1,6,0.337803
4160,2,1,0.740066
4160,2,2,0.54865
4160,2,3,0.40637
4160,2,4,0.300689
4160,2,5,0.222006
4160,2,6,0.16149
4160,3,1,0.66837
4160,3,2,0.447062
4160,3,3,0.296921
4160,3,4,0.199895
4160,3,5,0.136751
4160,3,6,0.0918717
4160,4,1,0.607
4160,4,2,0.375423
4160,4,3,0.225953
4160,4,4,0.134368
4160,4,5,0.0769747
4160,4,6,0.0405539
4160,5,1,0.555496
4160,5,2,0.31909
4160,5,3,0.182883
4160,5,4,0.102682
4160,5,5,0.058745
4160,5,6,0.0336487
4200,1,1,0.829841
4200,1,2,0.690826
4200,1,3,0.572501
4200,1,4,0.476376
4200,1,5,0.396536
4200,1,6,0.327054
4200,2,1,0.730896
4200,2,2,0.532611
4200,2,3,0.385068
4200,2,4,0.280977
4200,2,5,0.2069
4200,2,6,0.146244
4200,3,1,0.661919
4200,3,2,0.43411
4200,3,3,0.282771
4200,3,4,0.18498
4200,3,5,0.121366
4200,3,6,0.0827672
4200,4,1,0.611283
4200,4,2,0.363846
4200,4,3,0.219032
4200,4,4,0.131729
4200,4,5,0.0787304
4200,4,6,0.0394448
4200,5,1,0.562448
4200,5,2,0.302627
4200,5,3,0.171568
4200,5,4,0.090519
4200,5,5,0.0472755
4200,5,6,0.0173925
4240,1,1,0.833174
4240,1,2,0.692458
4240,1,3,0.577608
4240,1,4,0.482185
4240,1,5,0.399931
4240,1,6,0.331848
4240,2,1,0.737582
4240,2,2,0.544754
4240,2,3,0.404699
4240,2,4,0.300369
4240,2,5,0.217901
4240,2,6,0.155245
4240,3,1,0.66799
4240,3,2,0.444835
4240,3,3,0.298285
4240,3,4,0.201224
4240,3,5,0.133864
4240,3,6,0.0923586
4240,4,1,0.609728
4240,4,2,0.370998
4240,4,3,0.230823
4240,4,4,0.141976
4240,4,5,0.0861194
4240,4,6,0.0569955
4240,5,1,0.556878
4240,5,2,0.310828
4240,5,3,0.181713
4240,5,4,0.0992159
4240,5,5,0.0513851
4240,5,6,0.0263408
4280,1,1,0.833862
4280,1,2,0.696742
4280,1,3,0.581504
4280,1,4,0.480843
4280,1,5,0.399568
4280,1,6,0.330555
4280,2,1,0.739148
4280,2,2,0.545174
4280,2,3,0.407572
4280,2,4,0.300088
4280,2,5,0.219957
4280,2,6,0.161309
4280,3,1,0.668038
4280,3,2,0.450856
4280,3,3,0.314187
4280,3,4,0.213328
4280,3,5,0.143594
4280,3,6,0.0940499
4280,4,1,0.614869
4280,4,2,0.380563
4280,4,3,0.248144
4280,4,4,0.159554
4280,4,5,0.100686
4280,4,6,0.0619754
4280,5,1,0.563599
4280,5,2,0.312012
4280,5,3,0.182934
4280,5,4,0.113511
4280,5,5,0.0657424
4280,5,6,0.0389045
4320,1,1,0.833424
4320,1,2,0.700184
4320,1,3,0.590363
4320,1,4,0.501564
4320,1,5,0.424788
4320,1,6,0.357971
4320,2,1,0.735497
4320,2,2,0.547199
4320,2,3,0.408901
4320,2,4,0.310198
4320,2,5,0.226769
4320,2,6,0.164724
4320,3,1,0.668743
4320,3,2,0.449109
4320,3,3,0.306856
4320,3,4,0.21244
4320,3,5,0.134425
4320,3,6,0.0810864
4320,4,1,0.610733
4320,4,2,0.375741
4320,4,3,0.22693
4320,4,4,0.141116
4320,4,5,0.0822344
4320,4,6,0.0448433
4320,5,1,0.56222
4320,5,2,0.323011
4320,5,3,0.178123
4320,5,4,0.0976353
4320,5,5,0.0462846
4320,5,6,0.0234052
4360,1,1,0.830969
4360,1,2,0.689854
4360,1,3,0.568641
4360,1,4,0.467025
4360,1,5,0.384776
4360,1,6,0.319165
4360,2,1,0.733951
4360,2,2,0.53361
4360,2,3,0.385392
4360,2,4,0.275949
4360,2,5,0.202144
4360,2,6,0.149346
4360,3,1,0.665473
4360,3,2,0.439827
4360,3,3,0.291059
4360,3,4,0.18473
4360,3,5,0.123087
4360,3,6,0.0829317
4360,4,1,0.611011
4360,4,2,0.372805
4360,4,3,0.229322
4360,4,4,0.130848
4360,4,5,0.0741664
4360,4,6,0.0387046
4360,5,1,0.556826
4360,5,2,0.30814
4360,5,3,0.173209
4360,5,4,0.0874812
4360,5,5,0.0364548
4360,5,6,0.0117833
4400,1,1,0.834121
4400,1,2,0.701193
4400,1,3,0.592268
4400,1,4,0.49852
4400,1,5,0.417617
4400,1,6,0.349906
4400,2,1,0.740482
4400,2,2,0.546675
4400,2,3,0.407023
4400,2,4,0.305166
4400,2,5,0.225816
4400,2,6,0.163907
4400,3,1,0.669545
4400,3,2,0.446325
4400,3,3,0.295157
4400,3,4,0.200765
4400,3,5,0.139063
4400,3,6,0.100115
4400,4,1,0.612406
4400,4,2,0.372435
4400,4,3,0.220568
4400,4,4,0.132973
4400,4,5,0.0832953
4400,4,6,0.0516777
4400,5,1,0.560031
4400,5,2,0.311484
4400,5,3,0.172172
4400,5,4,0.0986576
4400,5,5,0.0591212
4400,5,6,0.0391618
4440,1,1,0.833783
4440,1,2,0.696671
4440,1,3,0.578562
4440,1,4,0.482659
4440,1,5,0.399493
4440,1,6,0.329433
4440,2,1,0.739432
4440,2,2,0.549651
4440,2,3,0.402984
4440,2,4,0.2933
4440,2,5,0.213415
4440,2,6,0.154288
4440,3,1,0.671076
4440,3,2,0.454663
4440,3,3,0.304775
4440,3,4,0.202085
4440,3,5,0.139232
4440,3,6,0.0924407
4440,4,1,0.614951
4440,4,2,0.385112
4440,4,3,0.238611
4440,4,4,0.15
4440,4,5,0.108987
4440,4,6,0.0717003
4440,5,1,0.563302
4440,5,2,0.318486
4440,5,3,0.173999
4440,5,4,0.10048
4440,5,5,0.0729756
4440,5,6,0.0526871
4480,1,1,0.834209
4480,1,2,0.694889
4480,1,3,0.58171
4480,1,4,0.488561
4480,1,5,0.408094
4480,1,6,0.342709
4480,2,1,0.73836
4480,2,2,0.539962
4480,2,3,0.399616
4480,2,4,0.298436
4480,2,5,0.219859
4480,2,6,0.160039
4480,3,1,0.668361
4480,3,2,0.43905
4480,3,3,0.298803
4480,3,4,0.1988
4480,3,5,0.126076
4480,3,6,0.0839144
4480,4,1,0.607566
4480,4,2,0.365062
4480,4,3,0.224773
4480,4,4,0.139052
4480,4,5,0.0759351
4480,4,6,0.0462168
4480,5,1,0.551484
4480,5,2,0.298711
4480,5,3,0.170467
4480,5,4,0.0978139
4480,5,5,0.0551378
4480,5,6,0.025829
4520,1,1,0.834582
4520,1,2,0.695555
4520,1,3,0.582858
4520,1,4,0.490115
4520,1,5,0.41386
4520,1,6,0.354252
4520,2,1,0.735497
4520,2,2,0.535261
4520,2,3,0.391389
4520,2,4,0.282008
4520,2,5,0.206411
4520,2,6,0.153435
4520,3,1,0.6639
4520,3,2,0.431825
4520,3,3,0.286072
4520,3,4,0.190264
4520,3,5,0.124495
4520,3,6,0.0886015
4520,4,1,0.605841
4520,4,2,0.359587
4520,4,3,0.223447
4520,4,4,0.137587
4520,4,5,0.0768089
4520,4,6,0.0470268
4520,5,1,0.552193
4520,5,2,0.299035
4520,5,3,0.169057
4520,5,4,0.0925022
4520,5,5,0.0472835
4520,5,6,0.0271869
4560,1,1,0.835691
4560,1,2,0.701023
4560,1,3,0.591261
4560,1,4,0.500185
4560,1,5,0.425134
4560,1,6,0.361403
4560,2,1,0.7474
4560,2,2,0.561596
4560,2,3,0.427229
4560,2,4,0.329626
4560,2,5,0.253722
4560,2,6,0.195895
4560,3,1,0.681895
4560,3,2,0.462596
4560,3,3,0.316953
4560,3,4,0.212881
4560,3,5,0.143116
4560,3,6,0.0937966
4560,4,1,0.62822
4560,4,2,0.388085
4560,4,3,0.245145
4560,4,4,0.149447
4560,4,5,0.0978517
4560,4,6,0.0706989
4560,5,1,0.581074
4560,5,2,0.327365
4560,5,3,0.187113
4560,5,4,0.104018
4560,5,5,0.0580827
4560,5,6,0.0359869
4600,1,1,0.829371
4600,1,2,0.686453
4600,1,3,0.57188
4600,1,4,0.477534
4600,1,5,0.400281
4600,1,6,0.336987
4600,2,1,0.733421
4600,2,2,0.531798
4600,2,3,0.38752
