sweep,R,T,W
4040,1,1,0.805021
4040,1,2,0.665381
4040,1,3,0.554598
4040,1,4,0.466045
4040,1,5,0.391779
4040,1,6,0.326933
4040,2,1,0.668398
4040,2,2,0.477589
4040,2,3,0.354065
4040,2,4,0.263519
4040,2,5,0.192825
4040,2,6,0.135863
4040,3,1,0.554818
4040,3,2,0.345632
4040,3,3,0.230514
4040,3,4,0.157816
4040,3,5,0.097661
4040,3,6,0.0576346
4040,4,1,0.464584
4040,4,2,0.257268
4040,4,3,0.156428
4040,4,4,0.105441
4040,4,5,0.0586772
4040,4,6,0.0228974
4040,5,1,0.383305
4040,5,2,0.193226
4040,5,3,0.107609
4040,5,4,0.0679761
4040,5,5,0.033659
4040,5,6,0.012045
4080,1,1,0.808387
4080,1,2,0.675399
4080,1,3,0.568981
4080,1,4,0.4754
4080,1,5,0.403586
4080,1,6,0.341024
4080,2,1,0.67076
4080,2,2,0.49261
4080,2,3,0.369266
4080,2,4,0.277791
4080,2,5,0.213007
4080,2,6,0.161966
4080,3,1,0.558453
4080,3,2,0.371264
4080,3,3,0.25311
4080,3,4,0.174979
4080,3,5,0.121198
4080,3,6,0.0799583
4080,4,1,0.463456
4080,4,2,0.278891
4080,4,3,0.174824
4080,4,4,0.112981
4080,4,5,0.077129
4080,4,6,0.0474324
4080,5,1,0.388135
4080,5,2,0.215123
4080,5,3,0.125094
4080,5,4,0.070992
4080,5,5,0.0376395
4080,5,6,0.0240806
4120,1,1,0.805109
4120,1,2,0.667716
4120,1,3,0.555618
4120,1,4,0.457848
4120,1,5,0.379745
4120,1,6,0.317748
4120,2,1,0.665827
4120,2,2,0.481623
4120,2,3,0.35248
4120,2,4,0.257956
4120,2,5,0.187348
4120,2,6,0.13659
4120,3,1,0.549306
4120,3,2,0.348356
4120,3,3,0.233347
4120,3,4,0.155635
4120,3,5,0.101279
4120,3,6,0.0646476
4120,4,1,0.449979
4120,4,2,0.248134
4120,4,3,0.149459
4120,4,4,0.0897848
4120,4,5,0.0514088
4120,4,6,0.0329908
4120,5,1,0.368188
4120,5,2,0.176254
4120,5,3,0.0949275
4120,5,4,0.0531117
4120,5,5,0.0280929
4120,5,6,0.0236116
4160,1,1,0.808285
4160,1,2,0.670226
4160,1,3,0.559918
4160,1,4,0.471873
4160,1,5,0.394619
4160,1,6,0.325737
4160,2,1,0.668659
4160,2,2,0.481592
4160,2,3,0.35785
4160,2,4,0.262919
4160,2,5,0.197026
4160,2,6,0.140815
4160,3,1,0.556742
4160,3,2,0.350929
4160,3,3,0.23791
4160,3,4,0.155905
4160,3,5,0.102036
4160,3,6,0.0648608
4160,4,1,0.463455
4160,4,2,0.262136
4160,4,3,0.164727
4160,4,4,0.100773
4160,4,5,0.0518693
4160,4,6,0.0207948
4160,5,1,0.389301
4160,5,2,0.197173
4160,5,3,0.116935
4160,5,4,0.073075
4160,5,5,0.0409791
4160,5,6,0.0116759
4200,1,1,0.806394
4200,1,2,0.6655
4200,1,3,0.550239
4200,1,4,0.456611
4200,1,5,0.378019
4200,1,6,0.3131
4200,2,1,0.666464
4200,2,2,0.470179
4200,2,3,0.338133
4200,2,4,0.244277
4200,2,5,0.181286
4200,2,6,0.131437
4200,3,1,0.554207
4200,3,2,0.339084
4200,3,3,0.214861
4200,3,4,0.135237
4200,3,5,0.0909296
4200,3,6,0.060594
4200,4,1,0.463139
4200,4,2,0.253075
4200,4,3,0.146309
4200,4,4,0.0901774
4200,4,5,0.0578569
4200,4,6,0.0250537
4200,5,1,0.38257
4200,5,2,0.185275
4200,5,3,0.09671
4200,5,4,0.0492996
4200,5,5,0.0249176
4200,5,6,-0.00225363
4240,1,1,0.808598
4240,1,2,0.668931
4240,1,3,0.557128
4240,1,4,0.46541
4240,1,5,0.38817
4240,1,6,0.323588
4240,2,1,0.670399
4240,2,2,0.484263
4240,2,3,0.35689
4240,2,4,0.265414
4240,2,5,0.19379
4240,2,6,0.139056
4240,3,1,0.564781
4240,3,2,0.364404
4240,3,3,0.239183
4240,3,4,0.162499
4240,3,5,0.109093
4240,3,6,0.0749796
4240,4,1,0.478301
4240,4,2,0.275339
4240,4,3,0.165584
4240,4,4,0.109547
4240,4,5,0.0718265
4240,4,6,0.0485247
4240,5,1,0.407892
4240,5,2,0.202875
4240,5,3,0.111702
4240,5,4,0.0627185
4240,5,5,0.0404895
4240,5,6,0.0279776
4280,1,1,0.808116
4280,1,2,0.670953
4280,1,3,0.559814
4280,1,4,0.46372
4280,1,5,0.384098
4280,1,6,0.318224
