sweep,acceptance,plaquette
1,0.453125,0.943713
2,0.458333,0.916042
3,0.484375,0.878884
4,0.510417,0.858562
5,0.494792,0.844649
6,0.541667,0.838876
7,0.484375,0.842051
8,0.552083,0.831255
9,0.578125,0.831051
10,0.583333,0.808521
11,0.541667,0.800977
12,0.520833,0.802276
13,0.572917,0.796315
14,0.510417,0.793299
15,0.53125,0.781563
16,0.552083,0.776645
17,0.520833,0.795132
18,0.635417,0.778002
19,0.510417,0.770434
20,0.625,0.767998
21,0.588542,0.770607
22,0.640625,0.771594
23,0.588542,0.780915
24,0.5,0.795106
25,0.567708,0.800222
26,0.552083,0.794141
27,0.489583,0.795251
28,0.526042,0.786833
29,0.567708,0.782168
30,0.526042,0.783743
31,0.557292,0.772901
32,0.5625,0.778154
33,0.536458,0.780692
34,0.541667,0.775823
35,0.567708,0.775674
36,0.5625,0.784443
37,0.557292,0.782159
38,0.557292,0.790626
39,0.5625,0.799855
40,0.635417,0.813581
41,0.5625,0.814246
42,0.578125,0.811985
43,0.572917,0.82016
44,0.588542,0.819357
45,0.567708,0.80888
46,0.515625,0.809088
47,0.536458,0.807977
48,0.5625,0.803447
49,0.567708,0.807247
50,0.53125,0.809545
51,0.552083,0.794458
52,0.609375,0.788114
53,0.526042,0.78749
54,0.552083,0.777575
55,0.604167,0.773672
56,0.541667,0.773494
57,0.541667,0.776
58,0.546875,0.781761
59,0.598958,0.781071
60,0.53125,0.78629
61,0.619792,0.794771
62,0.567708,0.787414
63,0.583333,0.780209
64,0.546875,0.776236
65,0.536458,0.765639
66,0.557292,0.772921
67,0.588542,0.787751
68,0.536458,0.804118
69,0.614583,0.789862
70,0.5,0.778289
71,0.53125,0.783039
72,0.53125,0.78529
73,0.583333,0.787783
74,0.53125,0.786172
75,0.5625,0.784096
76,0.572917,0.794444
77,0.5625,0.786562
78,0.473958,0.789414
79,0.604167,0.783796
80,0.505208,0.768398
81,0.583333,0.760192
82,0.552083,0.763222
83,0.53125,0.765802
84,0.614583,0.768592
85,0.515625,0.771147
86,0.572917,0.778349
87,0.53125,0.775848
88,0.567708,0.769173
89,0.53125,0.769159
90,0.65625,0.761183
91,0.557292,0.768132
92,0.505208,0.775234
93,0.552083,0.767657
94,0.567708,0.770831
95,0.541667,0.768595
96,0.541667,0.783799
97,0.546875,0.770583
98,0.557292,0.779706
99,0.588542,0.784993
100,0.588542,0.793703
101,0.546875,0.788786
102,0.526042,0.810074
103,0.541667,0.802876
104,0.5625,0.808521
105,0.53125,0.81679
106,0.578125,0.806402
107,0.625,0.809052
108,0.619792,0.806071
109,0.546875,0.815772
110,0.526042,0.808522
111,0.536458,0.815851
112,0.520833,0.817965
113,0.541667,0.805093
114,0.59375,0.802173
115,0.572917,0.804346
116,0.572917,0.812329
117,0.546875,0.820563
118,0.567708,0.820123
119,0.567708,0.807011
120,0.489583,0.796136
121,0.552083,0.80454
122,0.442708,0.800408
123,0.53125,0.782907
124,0.53125,0.797474
125,0.59375,0.783651
126,0.578125,0.783014
127,0.552083,0.791012
128,0.552083,0.786912
129,0.520833,0.786162
130,0.588542,0.792553
131,0.572917,0.791768
132,0.510417,0.775692
133,0.53125,0.76689
134,0.5625,0.773398
135,0.5,0.778191
136,0.552083,0.783127
137,0.494792,0.799029
138,0.53125,0.806085
139,0.5625,0.78833
140,0.515625,0.783848
141,0.552083,0.770541
142,0.546875,0.779166
143,0.536458,0.784098
144,0.526042,0.791813
145,0.479167,0.785203
146,0.604167,0.773764
147,0.510417,0.779756
148,0.536458,0.77841
149,0.583333,0.779681
150,0.484375,0.790815
151,0.515625,0.804304
152,0.546875,0.795082
153,0.609375,0.799537
154,0.583333,0.79284
155,0.552083,0.780856
156,0.526042,0.777798
157,0.557292,0.772854
158,0.484375,0.784203
159,0.520833,0.780912
160,0.5625,0.778749
161,0.614583,0.775048
162,0.567708,0.780034
163,0.546875,0.760193
164,0.588542,0.754331
165,0.5625,0.754831
166,0.583333,0.753908
167,0.546875,0.739167
168,0.5625,0.753164
169,0.583333,0.739197
170,0.572917,0.74914
171,0.567708,0.760616
172,0.572917,0.757877
173,0.546875,0.774953
174,0.557292,0.770205
175,0.578125,0.787394
176,0.536458,0.779608
177,0.541667,0.782232
178,0.572917,0.771276
179,0.536458,0.779876
180,0.583333,0.776201
181,0.53125,0.796078
182,0.541667,0.800474
183,0.630208,0.78935
184,0.541667,0.799873
185,0.526042,0.785158
186,0.598958,0.756442
187,0.572917,0.770256
188,0.510417,0.790853
189,0.541667,0.793953
190,0.541667,0.800247
191,0.588542,0.801731
192,0.614583,0.788406
193,0.515625,0.797798
194,0.479167,0.80003
195,0.578125,0.798061
196,0.567708,0.793523
197,0.541667,0.795737
198,0.588542,0.776597
199,0.583333,0.788768
200,0.588542,0.801835
201,0.5625,0.794337
202,0.489583,0.80224
203,0.588542,0.793672
204,0.484375,0.785421
205,0.59375,0.788616
206,0.546875,0.775655
207,0.53125,0.776722
208,0.604167,0.770958
209,0.526042,0.761119
210,0.598958,0.772061
211,0.5,0.798363
212,0.510417,0.80182
213,0.520833,0.810806
214,0.567708,0.81783
215,0.5625,0.81701
216,0.598958,0.803448
217,0.552083,0.806746
218,0.520833,0.795117
219,0.53125,0.804076
220,0.5625,0.811401
221,0.557292,0.811881
222,0.5625,0.799724
223,0.598958,0.781785
224,0.515625,0.78408
225,0.604167,0.791196
226,0.5625,0.791409
227,0.578125,0.796427
228,0.536458,0.802476
