sweep,R,T,W
510,1,1,0.699209
510,1,2,0.497642
510,1,3,0.364728
510,2,1,0.484594
510,2,2,0.263247
510,2,3,0.128509
520,1,1,0.707062
520,1,2,0.463132
520,1,3,0.304177
520,2,1,0.511388
520,2,2,0.229042
520,2,3,0.103228
530,1,1,0.738898
530,1,2,0.521759
530,1,3,0.347554
530,2,1,0.546907
530,2,2,0.260831
530,2,3,0.11079
540,1,1,0.725524
540,1,2,0.512322
540,1,3,0.358584
540,2,1,0.543466
540,2,2,0.297735
540,2,3,0.158006
550,1,1,0.719459
550,1,2,0.548286
550,1,3,0.441107
550,2,1,0.538648
550,2,2,0.332485
550,2,3,0.242491
560,1,1,0.727662
560,1,2,0.533695
560,1,3,0.402317
560,2,1,0.542113
560,2,2,0.30758
560,2,3,0.187958
570,1,1,0.722288
570,1,2,0.542663
570,1,3,0.396994
570,2,1,0.536828
570,2,2,0.314025
570,2,3,0.184512
580,1,1,0.731776
580,1,2,0.545394
580,1,3,0.41249
580,2,1,0.555143
580,2,2,0.321996
580,2,3,0.199938
590,1,1,0.715296
590,1,2,0.530342
590,1,3,0.383405
590,2,1,0.562345
590,2,2,0.343495
590,2,3,0.213849
600,1,1,0.722483
600,1,2,0.524686
600,1,3,0.35773
600,2,1,0.538287
600,2,2,0.305199
600,2,3,0.149868
610,1,1,0.747462
610,1,2,0.567408
610,1,3,0.444693
610,2,1,0.564946
610,2,2,0.341487
610,2,3,0.190928
620,1,1,0.727956
620,1,2,0.54101
620,1,3,0.401652
620,2,1,0.528768
620,2,2,0.323617
620,2,3,0.20886
630,1,1,0.739945
630,1,2,0.541029
630,1,3,0.396307
630,2,1,0.546632
630,2,2,0.291976
630,2,3,0.152256
640,1,1,0.736858
640,1,2,0.544815
640,1,3,0.384697
640,2,1,0.551027
640,2,2,0.339203
640,2,3,0.2038
650,1,1,0.725675
650,1,2,0.539785
650,1,3,0.372528
650,2,1,0.54411
650,2,2,0.342258
650,2,3,0.19676
660,1,1,0.73805
660,1,2,0.564203
660,1,3,0.423512
660,2,1,0.565155
660,2,2,0.357195
660,2,3,0.201883
670,1,1,0.717298
670,1,2,0.53939
670,1,3,0.387904
670,2,1,0.531489
670,2,2,0.303601
670,2,3,0.159981
680,1,1,0.726199
680,1,2,0.530884
680,1,3,0.405375
680,2,1,0.552463
680,2,2,0.319734
680,2,3,0.18982
690,1,1,0.755861
690,1,2,0.595768
690,1,3,0.481894
690,2,1,0.574426
690,2,2,0.361756
690,2,3,0.232764
700,1,1,0.727344
700,1,2,0.541899
700,1,3,0.409263
700,2,1,0.553284
700,2,2,0.313662
700,2,3,0.20847
710,1,1,0.725841
710,1,2,0.5472
710,1,3,0.415549
710,2,1,0.512225
710,2,2,0.293501
710,2,3,0.17117
720,1,1,0.737687
720,1,2,0.54606
720,1,3,0.38946
720,2,1,0.560814
720,2,2,0.350272
720,2,3,0.191959
730,1,1,0.706652
730,1,2,0.515431
730,1,3,0.355485
730,2,1,0.519306
730,2,2,0.266226
730,2,3,0.138829
740,1,1,0.722616
740,1,2,0.52891
740,1,3,0.411953
740,2,1,0.540719
740,2,2,0.300709
740,2,3,0.191761
750,1,1,0.726658
750,1,2,0.524642
750,1,3,0.400786
750,2,1,0.542835
750,2,2,0.294925
750,2,3,0.191814
760,1,1,0.734332
760,1,2,0.518922
760,1,3,0.379843
760,2,1,0.562077
760,2,2,0.295542
760,2,3,0.185371
770,1,1,0.743315
770,1,2,0.581088
770,1,3,0.467816
770,2,1,0.572486
770,2,2,0.353962
770,2,3,0.240478
780,1,1,0.721238
780,1,2,0.561663
780,1,3,0.425987
780,2,1,0.534921
780,2,2,0.34607
780,2,3,0.225624
790,1,1,0.719294
790,1,2,0.537345
790,1,3,0.411876
790,2,1,0.52981
790,2,2,0.317307
790,2,3,0.183301
800,1,1,0.741221
800,1,2,0.564533
800,1,3,0.435633
800,2,1,0.564614
800,2,2,0.34344
800,2,3,0.203338
810,1,1,0.728831
810,1,2,0.533532
810,1,3,0.389634
810,2,1,0.555112
810,2,2,0.310864
810,2,3,0.186061
820,1,1,0.714459
820,1,2,0.501116
820,1,3,0.342498
820,2,1,0.534464
820,2,2,0.25159
820,2,3,0.105631
830,1,1,0.719452
830,1,2,0.538432
830,1,3,0.404537
830,2,1,0.527053
830,2,2,0.299321
830,2,3,0.179356
840,1,1,0.71237
840,1,2,0.502775
840,1,3,0.360609
840,2,1,0.522809
840,2,2,0.286596
840,2,3,0.159841
850,1,1,0.715911
850,1,2,0.570571
850,1,3,0.446535
850,2,1,0.513462
850,2,2,0.356691
850,2,3,0.234274
860,1,1,0.724259
860,1,2,0.548593
860,1,3,0.417722
860,2,1,0.532417
860,2,2,0.301056
860,2,3,0.183282
870,1,1,0.705831
870,1,2,0.513083
870,1,3,0.375666
870,2,1,0.505464
870,2,2,0.291114
870,2,3,0.151914
880,1,1,0.715863
880,1,2,0.535249
880,1,3,0.409885
880,2,1,0.542702
880,2,2,0.324595
880,2,3,0.174391
890,1,1,0.744563
890,1,2,0.579944
890,1,3,0.461166
890,2,1,0.564812
890,2,2,0.339038
890,2,3,0.199156
900,1,1,0.739712
900,1,2,0.553101
900,1,3,0.411913
900,2,1,0.557537
900,2,2,0.344947
900,2,3,0.175485
910,1,1,0.723524
910,1,2,0.52588
910,1,3,0.399272
910,2,1,0.558148
910,2,2,0.309804
910,2,3,0.189319
920,1,1,0.729858
920,1,2,0.5194
920,1,3,0.375576
920,2,1,0.540426
920,2,2,0.275422
920,2,3,0.148512
930,1,1,0.713794
930,1,2,0.49956
930,1,3,0.356115
930,2,1,0.528429
930,2,2,0.283479
930,2,3,0.172503
940,1,1,0.724208
940,1,2,0.541395
940,1,3,0.410562
940,2,1,0.542933
940,2,2,0.315731
940,2,3,0.17265
950,1,1,0.724148
950,1,2,0.536166
950,1,3,0.415815
950,2,1,0.530324
950,2,2,0.279476
950,2,3,0.155234
960,1,1,0.734879
960,1,2,0.565864
960,1,3,0.466391
960,2,1,0.538869
960,2,2,0.293365
960,2,3,0.226553
970,1,1,0.737499
970,1,2,0.567492
970,1,3,0.442432
970,2,1,0.56344
970,2,2,0.350655
970,2,3,0.222262
980,1,1,0.726174
980,1,2,0.550153
980,1,3,0.398092
980,2,1,0.550377
980,2,2,0.334052
980,2,3,0.200841
990,1,1,0.737183
990,1,2,0.549185
990,1,3,0.426205
990,2,1,0.559793
990,2,2,0.329708
990,2,3,0.191046
1000,1,1,0.750589
1000,1,2,0.566133
1000,1,3,0.417075
1000,2,1,0.568546
1000,2,2,0.333512
1000,2,3,0.1794
1010,1,1,0.715408
1010,1,2,0.52198
1010,1,3,0.383675
1010,2,1,0.533397
1010,2,2,0.304051
1010,2,3,0.169432
1020,1,1,0.724343
1020,1,2,0.515478
1020,1,3,0.355174
1020,2,1,0.51968
