sweep,R,T,W
4040,1,1,0.811712
4040,1,2,0.658497
4040,1,3,0.533573
4040,1,4,0.43664
4040,1,5,0.353687
4040,1,6,0.288278
4040,2,1,0.693584
4040,2,2,0.483405
4040,2,3,0.332171
4040,2,4,0.234934
4040,2,5,0.169876
4040,2,6,0.118503
4040,3,1,0.601714
4040,3,2,0.370579
4040,3,3,0.206465
4040,3,4,0.116631
4040,3,5,0.0648072
4040,3,6,0.0292322
4040,4,1,0.529887
4040,4,2,0.292725
4040,4,3,0.144943
4040,4,4,0.0710585
4040,4,5,0.0309452
4040,4,6,-0.00460067
4040,5,1,0.473081
4040,5,2,0.246957
4040,5,3,0.113062
4040,5,4,0.0478647
4040,5,5,0.0212812
4040,5,6,0.00410849
4080,1,1,0.812441
4080,1,2,0.653562
4080,1,3,0.52957
4080,1,4,0.433738
4080,1,5,0.355439
4080,1,6,0.292401
4080,2,1,0.702996
4080,2,2,0.474069
4080,2,3,0.318657
4080,2,4,0.21488
4080,2,5,0.152714
4080,2,6,0.106985
4080,3,1,0.622432
4080,3,2,0.356198
4080,3,3,0.205987
4080,3,4,0.112637
4080,3,5,0.0576979
4080,3,6,0.0278993
4080,4,1,0.55628
4080,4,2,0.280622
4080,4,3,0.1405
4080,4,4,0.0669415
4080,4,5,0.0353897
4080,4,6,0.0278604
4080,5,1,0.498629
4080,5,2,0.230974
4080,5,3,0.111243
4080,5,4,0.0516271
4080,5,5,0.0172554
4080,5,6,0.0103826
4120,1,1,0.820886
4120,1,2,0.677137
4120,1,3,0.556162
4120,1,4,0.448485
4120,1,5,0.359771
4120,1,6,0.295789
4120,2,1,0.719484
4120,2,2,0.525642
4120,2,3,0.375858
4120,2,4,0.264564
4120,2,5,0.181791
4120,2,6,0.130063
4120,3,1,0.648188
4120,3,2,0.437628
4120,3,3,0.290337
4120,3,4,0.192501
4120,3,5,0.121699
4120,3,6,0.0748443
4120,4,1,0.585525
4120,4,2,0.364897
4120,4,3,0.22032
4120,4,4,0.131261
4120,4,5,0.0763339
4120,4,6,0.0471332
4120,5,1,0.529987
4120,5,2,0.302071
4120,5,3,0.163617
4120,5,4,0.0819101
4120,5,5,0.0390544
4120,5,6,0.0163229
4160,1,1,0.812584
4160,1,2,0.661833
4160,1,3,0.541583
4160,1,4,0.44574
4160,1,5,0.363375
4160,1,6,0.290352
4160,2,1,0.702458
4160,2,2,0.496294
4160,2,3,0.355499
4160,2,4,0.249667
4160,2,5,0.172297
4160,2,6,0.114876
4160,3,1,0.624499
4160,3,2,0.390365
4160,3,3,0.24925
4160,3,4,0.143139
4160,3,5,0.0813017
4160,3,6,0.0459414
4160,4,1,0.560067
4160,4,2,0.312893
4160,4,3,0.18572
4160,4,4,0.0938433
4160,4,5,0.0429667
4160,4,6,0.00978504
4160,5,1,0.500311
4160,5,2,0.261938
4160,5,3,0.145315
4160,5,4,0.0584728
4160,5,5,0.0209362
4160,5,6,0.00549024
4200,1,1,0.802305
4200,1,2,0.643166
4200,1,3,0.514103
4200,1,4,0.413975
4200,1,5,0.334769
4200,1,6,0.273749
4200,2,1,0.683432
4200,2,2,0.472214
4200,2,3,0.326975
4200,2,4,0.233373
4200,2,5,0.167925
4200,2,6,0.11898
4200,3,1,0.59769
4200,3,2,0.373336
4200,3,3,0.229815
4200,3,4,0.145547
4200,3,5,0.0901041
4200,3,6,0.0535289
4200,4,1,0.528573
4200,4,2,0.296973
4200,4,3,0.166135
4200,4,4,0.0951013
4200,4,5,0.0646602
4200,4,6,0.0435421
4200,5,1,0.466526
4200,5,2,0.236347
4200,5,3,0.117123
4200,5,4,0.0577777
4200,5,5,0.0338462
4200,5,6,0.0250529
4240,1,1,0.817054
4240,1,2,0.668418
4240,1,3,0.546332
4240,1,4,0.443798
4240,1,5,0.359282
4240,1,6,0.289866
4240,2,1,0.711175
4240,2,2,0.510094
4240,2,3,0.367388
4240,2,4,0.271191
4240,2,5,0.193725
4240,2,6,0.138414
4240,3,1,0.638514
4240,3,2,0.40848
4240,3,3,0.252926
4240,3,4,0.156717
4240,3,5,0.082181
4240,3,6,0.0442361
4240,4,1,0.582477
4240,4,2,0.344399
4240,4,3,0.183541
4240,4,4,0.0982763
4240,4,5,0.041106
4240,4,6,0.0235643
4240,5,1,0.533618
4240,5,2,0.293217
4240,5,3,0.142667
4240,5,4,0.0723224
4240,5,5,0.0335248
4240,5,6,0.0223205
4280,1,1,0.809322
4280,1,2,0.657119
4280,1,3,0.538641
4280,1,4,0.437871
4280,1,5,0.352242
4280,1,6,0.28273
4280,2,1,0.693056
4280,2,2,0.485275
4280,2,3,0.351722
4280,2,4,0.252555
4280,2,5,0.17936
4280,2,6,0.12967
4280,3,1,0.610702
4280,3,2,0.376679
4280,3,3,0.238982
4280,3,4,0.159092
4280,3,5,0.107533
4280,3,6,0.075399
4280,4,1,0.547379
4280,4,2,0.301566
4280,4,3,0.161728
4280,4,4,0.101403
4280,4,5,0.0581917
4280,4,6,0.0392766
4280,5,1,0.48922
4280,5,2,0.239594
4280,5,3,0.110174
4280,5,4,0.0582177
4280,5,5,0.0337128
4280,5,6,0.0232117
4320,1,1,0.807088
4320,1,2,0.654573
4320,1,3,0.533037
4320,1,4,0.434537
4320,1,5,0.357096
4320,1,6,0.298725
4320,2,1,0.691612
4320,2,2,0.488065
4320,2,3,0.340496
4320,2,4,0.235355
