sweep,acceptance,plaquette
1,0.671875,0.905412
2,0.666667,0.860099
3,0.619792,0.831607
4,0.697917,0.788497
5,0.713542,0.77053
6,0.625,0.755242
7,0.619792,0.729812
8,0.729167,0.713769
9,0.713542,0.68751
10,0.677083,0.672259
11,0.671875,0.673674
12,0.661458,0.688741
13,0.666667,0.680908
14,0.697917,0.688045
15,0.651042,0.6601
16,0.713542,0.642861
17,0.739583,0.639216
18,0.651042,0.629198
19,0.703125,0.636295
20,0.708333,0.644727
21,0.671875,0.656933
22,0.671875,0.65002
23,0.65625,0.641089
24,0.682292,0.645501
25,0.71875,0.657888
26,0.578125,0.645835
27,0.635417,0.666116
28,0.682292,0.672247
29,0.661458,0.697553
30,0.661458,0.680574
31,0.677083,0.682379
32,0.723958,0.654923
33,0.692708,0.68414
34,0.666667,0.686949
35,0.630208,0.674851
36,0.682292,0.708884
37,0.671875,0.703528
38,0.630208,0.686517
39,0.671875,0.660404
40,0.65625,0.674932
41,0.71875,0.666558
42,0.671875,0.669349
43,0.697917,0.682879
44,0.651042,0.667405
45,0.708333,0.676181
46,0.614583,0.682317
47,0.671875,0.69453
48,0.572917,0.702424
49,0.635417,0.658037
50,0.65625,0.657547
51,0.630208,0.643492
52,0.645833,0.656402
53,0.6875,0.648655
54,0.666667,0.645972
55,0.651042,0.629787
56,0.708333,0.620123
57,0.697917,0.645713
58,0.708333,0.646218
59,0.677083,0.650093
60,0.666667,0.64757
61,0.645833,0.640461
62,0.666667,0.631299
63,0.671875,0.628739
64,0.651042,0.630359
65,0.651042,0.637118
66,0.765625,0.653828
67,0.708333,0.665237
68,0.6875,0.673594
69,0.677083,0.659861
70,0.692708,0.654102
71,0.625,0.646132
72,0.645833,0.640355
73,0.614583,0.601315
74,0.6875,0.586252
75,0.723958,0.570936
76,0.703125,0.592865
77,0.677083,0.60108
78,0.734375,0.598769
79,0.71875,0.584961
80,0.661458,0.60492
81,0.666667,0.594864
82,0.640625,0.602973
83,0.666667,0.611095
84,0.713542,0.608194
85,0.697917,0.604573
86,0.666667,0.607227
87,0.661458,0.618697
88,0.65625,0.613708
89,0.677083,0.585901
90,0.677083,0.585886
91,0.671875,0.586822
92,0.677083,0.569309
93,0.677083,0.589044
94,0.671875,0.593207
95,0.744792,0.585503
96,0.713542,0.591258
97,0.713542,0.558317
98,0.651042,0.572316
99,0.697917,0.564873
100,0.75,0.567991
101,0.723958,0.565455
102,0.692708,0.579413
103,0.734375,0.573603
104,0.71875,0.558328
105,0.677083,0.58499
106,0.723958,0.562617
107,0.703125,0.609327
108,0.671875,0.605965
109,0.645833,0.618254
110,0.713542,0.6131
111,0.635417,0.61441
112,0.708333,0.617318
113,0.661458,0.640102
114,0.671875,0.606286
115,0.645833,0.601806
116,0.609375,0.58641
117,0.640625,0.573201
118,0.666667,0.588571
119,0.692708,0.60524
120,0.666667,0.59797
121,0.651042,0.597044
122,0.645833,0.591836
123,0.692708,0.590051
124,0.671875,0.583053
125,0.640625,0.605474
126,0.71875,0.590516
127,0.703125,0.613928
128,0.723958,0.625402
129,0.661458,0.600389
130,0.671875,0.597964
131,0.682292,0.619115
132,0.729167,0.594043
133,0.697917,0.566949
134,0.682292,0.595853
135,0.713542,0.582377
136,0.666667,0.598339
137,0.713542,0.586531
138,0.651042,0.626152
139,0.625,0.620934
140,0.671875,0.596986
141,0.755208,0.600808
142,0.708333,0.602113
143,0.6875,0.618976
144,0.645833,0.617486
145,0.760417,0.623418
146,0.630208,0.637439
147,0.645833,0.607927
148,0.713542,0.621978
149,0.697917,0.635318
150,0.692708,0.646897
151,0.65625,0.644142
152,0.671875,0.651073
153,0.671875,0.635254
154,0.65625,0.625911
155,0.645833,0.638855
156,0.692708,0.636837
157,0.744792,0.619266
158,0.708333,0.602582
159,0.625,0.602998
160,0.677083,0.598847
161,0.651042,0.581302
162,0.645833,0.59316
163,0.692708,0.599079
164,0.697917,0.605836
165,0.713542,0.607454
166,0.65625,0.612334
167,0.671875,0.62457
168,0.661458,0.621328
169,0.703125,0.636623
170,0.703125,0.644519
171,0.661458,0.648657
172,0.6875,0.66608
173,0.609375,0.637215
174,0.666667,0.646957
175,0.6875,0.658728
176,0.692708,0.654939
177,0.666667,0.641683
178,0.645833,0.622718
179,0.677083,0.608681
180,0.6875,0.605396
181,0.708333,0.602162
182,0.625,0.610478
183,0.65625,0.6075
184,0.692708,0.620427
185,0.604167,0.603141
186,0.666667,0.605828
187,0.697917,0.625242
188,0.692708,0.64018
189,0.723958,0.626041
190,0.661458,0.630757
191,0.661458,0.63781
192,0.671875,0.640291
193,0.713542,0.640211
194,0.723958,0.638704
195,0.59375,0.633255
196,0.682292,0.633822
197,0.6875,0.667266
198,0.671875,0.682124
199,0.619792,0.681185
200,0.692708,0.659504
201,0.708333,0.645873
202,0.703125,0.62396
203,0.65625,0.621271
204,0.671875,0.637439
205,0.692708,0.651217
206,0.703125,0.65961
207,0.645833,0.659538
208,0.635417,0.640099
209,0.692708,0.632063
210,0.671875,0.630775
211,0.692708,0.633416
212,0.666667,0.636287
213,0.671875,0.635593
214,0.71875,0.621581
215,0.6875,0.619792
216,0.635417,0.630563
217,0.645833,0.631391
218,0.713542,0.632514
219,0.682292,0.637067
220,0.723958,0.640143
221,0.708333,0.617926
222,0.630208,0.629367
223,0.682292,0.621183
224,0.713542,0.611258
225,0.614583,0.608539
226,0.708333,0.596945
227,0.723958,0.584231
228,0.640625,0.604536
229,0.640625,0.604733
230,0.6875,0.606971
231,0.614583,0.599438
232,0.729167,0.611975
233,0.635417,0.608008
234,0.645833,0.609862
235,0.692708,0.607727
236,0.703125,0.602527
237,0.640625,0.603759
238,0.729167,0.595826
239,0.708333,0.592912
240,0.723958,0.588725
241,0.635417,0.613169
242,0.65625,0.596994
243,0.692708,0.616402
244,0.692708,0.612444
245,0.682292,0.619325
246,0.671875,0.610609
247,0.671875,0.611047
248,0.677083,0.609026
249,0.6875,0.61035
250,0.619792,0.604042
251,0.739583,0.615101
252,0.65625,0.615465
253,0.677083,0.613487
254,0.635417,0.608494
255,0.692708,0.612314
256,0.671875,0.612049
257,0.682292,0.605663
258,0.71875,0.59505
259,0.671875,0.59555
260,0.682292,0.580499
261,0.755208,0.58518
262,0.671875,0.607576
263,0.697917,0.621215
264,0.661458,0.622244
265,0.677083,0.645821
266,0.692708,0.629565
267,0.6875,0.621788
268,0.703125,0.617644
269,0.661458,0.633749
270,0.703125,0.627657
271,0.692708,0.648736
272,0.619792,0.623034
273,0.625,0.61624
274,0.677083,0.618349
275,0.734375,0.635854
276,0.640625,0.651196
277,0.635417,0.65321
278,0.65625,0.658416
279,0.739583,0.649456
280,0.640625,0.635679
281,0.661458,0.644451
282,0.661458,0.643498
283,0.6875,0.664753
284,0.651042,0.660122
285,0.703125,0.655319
286,0.666667,0.638268
287,0.703125,0.646625
288,0.723958,0.644637
289,0.734375,0.641203
290,0.645833,0.635965
291,0.677083,0.610474
292,0.682292,0.612578
293,0.723958,0.609918
294,0.723958,0.607583
295,0.744792,0.595442
296,0.671875,0.617809
297,0.71875,0.616191
298,0.708333,0.606453
299,0.65625,0.598189
300,0.703125,0.588793
301,0.645833,0.582202
302,0.65625,0.598589
303,0.666667,0.593149
304,0.703125,0.598295
305,0.708333,0.572851
306,0.65625,0.61026
307,0.619792,0.609031
308,0.614583,0.619007
309,0.6875,0.585999
310,0.671875,0.56958
311,0.6875,0.601104
312,0.625,0.6227
313,0.65625,0.627779
314,0.697917,0.62554
315,0.703125,0.633876
316,0.703125,0.616158
317,0.734375,0.616164
318,0.635417,0.616141
