sweep,R,T,W
4040,1,1,0.850296
4040,1,2,0.723226
4040,1,3,0.614717
4040,1,4,0.522363
4040,1,5,0.443968
4040,1,6,0.377221
4040,2,1,0.766156
4040,2,2,0.588627
4040,2,3,0.452614
4040,2,4,0.347233
4040,2,5,0.271228
4040,2,6,0.211317
4040,3,1,0.70585
4040,3,2,0.498887
4040,3,3,0.353581
4040,3,4,0.248429
4040,3,5,0.18266
4040,3,6,0.133771
4040,4,1,0.658397
4040,4,2,0.432657
4040,4,3,0.284886
4040,4,4,0.186725
4040,4,5,0.127127
4040,4,6,0.0854451
4040,5,1,0.614222
4040,5,2,0.379459
4040,5,3,0.236501
4040,5,4,0.144511
4040,5,5,0.0911396
4040,5,6,0.05168
4080,1,1,0.8512
4080,1,2,0.724749
4080,1,3,0.618212
4080,1,4,0.528819
4080,1,5,0.45196
4080,1,6,0.386144
4080,2,1,0.767092
4080,2,2,0.590614
4080,2,3,0.454145
4080,2,4,0.349068
4080,2,5,0.267775
4080,2,6,0.204995
4080,3,1,0.709187
4080,3,2,0.50937
4080,3,3,0.365569
4080,3,4,0.258053
4080,3,5,0.183138
4080,3,6,0.125361
4080,4,1,0.662569
4080,4,2,0.44597
4080,4,3,0.302287
4080,4,4,0.200429
4080,4,5,0.13617
4080,4,6,0.0878106
4080,5,1,0.619533
4080,5,2,0.391402
4080,5,3,0.249472
4080,5,4,0.156401
4080,5,5,0.0994453
4080,5,6,0.0564738
4120,1,1,0.849519
4120,1,2,0.726242
4120,1,3,0.619767
4120,1,4,0.53057
4120,1,5,0.448827
4120,1,6,0.381235
4120,2,1,0.766798
4120,2,2,0.595069
4120,2,3,0.461301
4120,2,4,0.360876
4120,2,5,0.27571
4120,2,6,0.211363
4120,3,1,0.703846
4120,3,2,0.502094
4120,3,3,0.360714
4120,3,4,0.258832
4120,3,5,0.179044
4120,3,6,0.121037
4120,4,1,0.650665
4120,4,2,0.430665
4120,4,3,0.284644
4120,4,4,0.187081
4120,4,5,0.114183
4120,4,6,0.0706483
4120,5,1,0.604245
4120,5,2,0.376467
4120,5,3,0.234249
4120,5,4,0.142695
4120,5,5,0.0828284
4120,5,6,0.0417474
4160,1,1,0.848621
4160,1,2,0.725592
4160,1,3,0.621663
4160,1,4,0.532993
4160,1,5,0.459099
4160,1,6,0.395819
4160,2,1,0.761405
4160,2,2,0.584619
4160,2,3,0.449892
4160,2,4,0.345853
4160,2,5,0.266837
4160,2,6,0.206181
4160,3,1,0.697438
4160,3,2,0.494098
4160,3,3,0.347906
4160,3,4,0.243281
4160,3,5,0.172731
4160,3,6,0.123562
4160,4,1,0.645865
4160,4,2,0.428979
4160,4,3,0.275755
4160,4,4,0.176364
4160,4,5,0.115229
4160,4,6,0.0800459
4160,5,1,0.600749
4160,5,2,0.375592
4160,5,3,0.216416
4160,5,4,0.116386
4160,5,5,0.065467
4160,5,6,0.0338423
4200,1,1,0.847264
4200,1,2,0.718775
4200,1,3,0.612981
4200,1,4,0.523279
4200,1,5,0.44543
4200,1,6,0.376939
4200,2,1,0.762094
4200,2,2,0.581536
4200,2,3,0.446376
4200,2,4,0.34309
4200,2,5,0.264345
4200,2,6,0.20086
4200,3,1,0.696206
4200,3,2,0.486406
4200,3,3,0.341291
4200,3,4,0.23863
4200,3,5,0.164022
4200,3,6,0.103364
4200,4,1,0.642307
4200,4,2,0.416551
4200,4,3,0.270845
4200,4,4,0.182737
4200,4,5,0.124619
4200,4,6,0.0765618
4200,5,1,0.594843
4200,5,2,0.356212
4200,5,3,0.205502
4200,5,4,0.123725
4200,5,5,0.0732359
4200,5,6,0.0356941
4240,1,1,0.845403
4240,1,2,0.713859
4240,1,3,0.602868
4240,1,4,0.506441
4240,1,5,0.424419
4240,1,6,0.352429
4240,2,1,0.758508
4240,2,2,0.572626
4240,2,3,0.437174
4240,2,4,0.329296
4240,2,5,0.245545
4240,2,6,0.181702
4240,3,1,0.692538
4240,3,2,0.475692
4240,3,3,0.334914
4240,3,4,0.23167
4240,3,5,0.154279
4240,3,6,0.104024
4240,4,1,0.633098
4240,4,2,0.398927
4240,4,3,0.266838
4240,4,4,0.172457
4240,4,5,0.104412
4240,4,6,0.0650157
4240,5,1,0.581496
4240,5,2,0.338466
4240,5,3,0.214685
4240,5,4,0.125295
4240,5,5,0.0751596
4240,5,6,0.0461499
4280,1,1,0.850248
4280,1,2,0.722759
4280,1,3,0.615435
4280,1,4,0.522053
4280,1,5,0.442651
4280,1,6,0.375934
4280,2,1,0.766394
4280,2,2,0.582909
4280,2,3,0.442151
4280,2,4,0.33534
4280,2,5,0.252673
4280,2,6,0.190467
4280,3,1,0.704735
4280,3,2,0.489925
4280,3,3,0.337761
4280,3,4,0.235514
4280,3,5,0.158841
4280,3,6,0.107724
4280,4,1,0.654378
4280,4,2,0.419711
4280,4,3,0.262124
4280,4,4,0.165556
4280,4,5,0.100677
4280,4,6,0.0634229
4280,5,1,0.611971
4280,5,2,0.36598
4280,5,3,0.212568
4280,5,4,0.120842
4280,5,5,0.0647561
4280,5,6,0.0383773
4320,1,1,0.849483
4320,1,2,0.721102
4320,1,3,0.614487
4320,1,4,0.521
4320,1,5,0.43764
4320,1,6,0.367552
4320,2,1,0.769188
4320,2,2,0.590605
4320,2,3,0.455736
4320,2,4,0.350571
4320,2,5,0.265661
4320,2,6,0.200509
4320,3,1,0.710327
4320,3,2,0.506905
4320,3,3,0.363437
4320,3,4,0.256404
4320,3,5,0.179636
4320,3,6,0.125141
4320,4,1,0.660219
4320,4,2,0.438496
4320,4,3,0.288302
4320,4,4,0.18139
4320,4,5,0.11319
4320,4,6,0.0680078
4320,5,1,0.620005
4320,5,2,0.388939
4320,5,3,0.236856
4320,5,4,0.134094
4320,5,5,0.0785416
4320,5,6,0.0420457
4360,1,1,0.85109
4360,1,2,0.724692
4360,1,3,0.618078
4360,1,4,0.525201
4360,1,5,0.450609
4360,1,6,0.388946
4360,2,1,0.773371
4360,2,2,0.604382
4360,2,3,0.469594
4360,2,4,0.359531
4360,2,5,0.278828
4360,2,6,0.219467
4360,3,1,0.715743
4360,3,2,0.52383
4360,3,3,0.381257
4360,3,4,0.269205
4360,3,5,0.19399
4360,3,6,0.143328
4360,4,1,0.666347
4360,4,2,0.458869
4360,4,3,0.313167
4360,4,4,0.208405
4360,4,5,0.146889
4360,4,6,0.101648
4360,5,1,0.622944
4360,5,2,0.404013
4360,5,3,0.258272
4360,5,4,0.155442
4360,5,5,0.0966774
4360,5,6,0.0589803
4400,1,1,0.85127
4400,1,2,0.727703
4400,1,3,0.622102
4400,1,4,0.52951
4400,1,5,0.447686
4400,1,6,0.379434
4400,2,1,0.769497
4400,2,2,0.603176
4400,2,3,0.475439
4400,2,4,0.372511
4400,2,5,0.293476
4400,2,6,0.230246
4400,3,1,0.71202
4400,3,2,0.51635
4400,3,3,0.377939
4400,3,4,0.270885
4400,3,5,0.200427
4400,3,6,0.148686
4400,4,1,0.664626
4400,4,2,0.451373
4400,4,3,0.309192
4400,4,4,0.209164
4400,4,5,0.144901
4400,4,6,0.098165
4400,5,1,0.622261
4400,5,2,0.396256
4400,5,3,0.253729
4400,5,4,0.160464
4400,5,5,0.101722
