sweep,R,T,W
510,1,1,0.743845
510,1,2,0.506967
510,1,3,0.307885
510,2,1,0.615375
510,2,2,0.323939
510,2,3,0.110627
520,1,1,0.757454
520,1,2,0.58124
520,1,3,0.434468
520,2,1,0.572308
520,2,2,0.329304
520,2,3,0.16861
530,1,1,0.754444
530,1,2,0.558686
530,1,3,0.42379
530,2,1,0.574278
530,2,2,0.388236
530,2,3,0.271494
540,1,1,0.75494
540,1,2,0.590732
540,1,3,0.445068
540,2,1,0.595705
540,2,2,0.434583
540,2,3,0.287941
550,1,1,0.736765
550,1,2,0.573821
550,1,3,0.466553
550,2,1,0.563533
550,2,2,0.356766
550,2,3,0.260575
560,1,1,0.748399
560,1,2,0.577891
560,1,3,0.431775
560,2,1,0.581404
560,2,2,0.380501
560,2,3,0.271519
570,1,1,0.787075
570,1,2,0.648758
570,1,3,0.528873
570,2,1,0.636777
570,2,2,0.448659
570,2,3,0.336812
580,1,1,0.760131
580,1,2,0.617269
580,1,3,0.537935
580,2,1,0.599937
580,2,2,0.365844
580,2,3,0.266159
590,1,1,0.762867
590,1,2,0.57498
590,1,3,0.401293
590,2,1,0.577343
590,2,2,0.308628
590,2,3,0.098156
600,1,1,0.754149
600,1,2,0.594864
600,1,3,0.470591
600,2,1,0.601854
600,2,2,0.364439
600,2,3,0.203992
610,1,1,0.776523
610,1,2,0.633765
610,1,3,0.538391
610,2,1,0.61893
610,2,2,0.443396
610,2,3,0.362062
620,1,1,0.763911
620,1,2,0.607755
620,1,3,0.488307
620,2,1,0.605902
620,2,2,0.426794
620,2,3,0.332399
630,1,1,0.768653
630,1,2,0.580428
630,1,3,0.442134
630,2,1,0.609951
630,2,2,0.407297
630,2,3,0.317593
640,1,1,0.812501
640,1,2,0.656412
640,1,3,0.533583
640,2,1,0.664169
640,2,2,0.464708
640,2,3,0.364193
650,1,1,0.772407
650,1,2,0.600273
650,1,3,0.424198
650,2,1,0.620555
650,2,2,0.40637
650,2,3,0.225055
660,1,1,0.773664
660,1,2,0.639231
660,1,3,0.507622
660,2,1,0.603153
660,2,2,0.436615
660,2,3,0.312352
670,1,1,0.760348
670,1,2,0.625039
670,1,3,0.496832
670,2,1,0.618531
670,2,2,0.481625
670,2,3,0.388619
680,1,1,0.801843
680,1,2,0.705563
680,1,3,0.619793
680,2,1,0.676208
680,2,2,0.590953
680,2,3,0.457349
690,1,1,0.776359
690,1,2,0.664987
690,1,3,0.589193
690,2,1,0.642868
690,2,2,0.538125
690,2,3,0.442593
700,1,1,0.794464
700,1,2,0.64296
700,1,3,0.525369
700,2,1,0.654743
700,2,2,0.434134
700,2,3,0.30707
710,1,1,0.763709
710,1,2,0.567365
710,1,3,0.431384
710,2,1,0.609226
710,2,2,0.405434
710,2,3,0.269696
720,1,1,0.773888
720,1,2,0.612001
720,1,3,0.47513
720,2,1,0.625377
720,2,2,0.440397
720,2,3,0.334288
730,1,1,0.77535
730,1,2,0.652797
730,1,3,0.511895
730,2,1,0.606832
730,2,2,0.501886
730,2,3,0.37294
740,1,1,0.764298
740,1,2,0.596216
740,1,3,0.467808
740,2,1,0.598321
740,2,2,0.385264
740,2,3,0.252252
750,1,1,0.777391
750,1,2,0.624018
750,1,3,0.543922
750,2,1,0.643985
750,2,2,0.420895
750,2,3,0.340044
760,1,1,0.780625
760,1,2,0.62096
760,1,3,0.523782
760,2,1,0.635927
760,2,2,0.480721
760,2,3,0.418867
770,1,1,0.77592
770,1,2,0.630396
770,1,3,0.522093
770,2,1,0.665549
770,2,2,0.526723
770,2,3,0.390664
780,1,1,0.761114
780,1,2,0.622873
780,1,3,0.50149
780,2,1,0.596194
780,2,2,0.41359
780,2,3,0.25546
790,1,1,0.772245
790,1,2,0.595885
790,1,3,0.482614
790,2,1,0.609196
790,2,2,0.38063
790,2,3,0.250737
800,1,1,0.753275
800,1,2,0.552309
800,1,3,0.397539
800,2,1,0.551553
800,2,2,0.319735
800,2,3,0.168673
810,1,1,0.738506
810,1,2,0.539512
810,1,3,0.395758
810,2,1,0.593633
810,2,2,0.35685
810,2,3,0.237268
820,1,1,0.786945
820,1,2,0.664759
820,1,3,0.558626
820,2,1,0.642326
820,2,2,0.449608
820,2,3,0.295945
830,1,1,0.749115
830,1,2,0.589963
830,1,3,0.447335
830,2,1,0.604483
830,2,2,0.43878
830,2,3,0.288913
840,1,1,0.766156
840,1,2,0.592836
840,1,3,0.425265
