sweep,R,T,W
4040,1,1,0.837861
4040,1,2,0.721043
4040,1,3,0.625172
4040,1,4,0.542472
4040,1,5,0.468543
4040,1,6,0.406583
4040,2,1,0.721755
4040,2,2,0.562329
4040,2,3,0.447636
4040,2,4,0.360674
4040,2,5,0.288531
4040,2,6,0.233699
4040,3,1,0.624616
4040,3,2,0.446906
4040,3,3,0.331764
4040,3,4,0.251061
4040,3,5,0.186592
4040,3,6,0.149386
4040,4,1,0.541638
4040,4,2,0.354966
4040,4,3,0.2469
4040,4,4,0.174008
4040,4,5,0.118735
4040,4,6,0.0879224
4040,5,1,0.469518
4040,5,2,0.282657
4040,5,3,0.182559
4040,5,4,0.120729
4040,5,5,0.076063
4040,5,6,0.0529053
4080,1,1,0.840729
4080,1,2,0.724516
4080,1,3,0.625026
4080,1,4,0.541181
4080,1,5,0.469505
4080,1,6,0.406238
4080,2,1,0.723863
4080,2,2,0.561531
4080,2,3,0.438194
4080,2,4,0.343487
4080,2,5,0.2733
4080,2,6,0.215655
4080,3,1,0.624673
4080,3,2,0.441211
4080,3,3,0.319394
4080,3,4,0.234417
4080,3,5,0.175312
4080,3,6,0.12797
4080,4,1,0.541762
4080,4,2,0.352007
4080,4,3,0.240313
4080,4,4,0.167792
4080,4,5,0.119057
4080,4,6,0.0802225
4080,5,1,0.4718
4080,5,2,0.282263
4080,5,3,0.182352
4080,5,4,0.120297
4080,5,5,0.0808828
4080,5,6,0.0552053
4120,1,1,0.837928
4120,1,2,0.720511
4120,1,3,0.624679
4120,1,4,0.541898
4120,1,5,0.471849
4120,1,6,0.411798
4120,2,1,0.719058
4120,2,2,0.557591
4120,2,3,0.439885
4120,2,4,0.349877
4120,2,5,0.280346
4120,2,6,0.227749
4120,3,1,0.619689
4120,3,2,0.436917
4120,3,3,0.317566
4120,3,4,0.234416
4120,3,5,0.172117
4120,3,6,0.131774
4120,4,1,0.534175
4120,4,2,0.344563
4120,4,3,0.232581
4120,4,4,0.162111
4120,4,5,0.113498
4120,4,6,0.0829063
4120,5,1,0.461476
4120,5,2,0.273312
4120,5,3,0.169049
4120,5,4,0.10901
4120,5,5,0.070316
4120,5,6,0.049244
4160,1,1,0.838242
4160,1,2,0.723052
4160,1,3,0.626926
4160,1,4,0.545448
4160,1,5,0.473615
4160,1,6,0.412128
4160,2,1,0.722805
4160,2,2,0.566636
4160,2,3,0.450525
4160,2,4,0.359396
4160,2,5,0.289842
4160,2,6,0.231611
4160,3,1,0.628929
4160,3,2,0.456348
4160,3,3,0.339317
4160,3,4,0.254209
4160,3,5,0.197317
4160,3,6,0.14848
4160,4,1,0.54677
4160,4,2,0.36902
4160,4,3,0.254589
4160,4,4,0.177756
4160,4,5,0.131515
4160,4,6,0.0910884
4160,5,1,0.475916
4160,5,2,0.299434
4160,5,3,0.193877
4160,5,4,0.128198
4160,5,5,0.0953521
4160,5,6,0.0608186
4200,1,1,0.837995
4200,1,2,0.718614
4200,1,3,0.622429
4200,1,4,0.538466
4200,1,5,0.466413
4200,1,6,0.405902
4200,2,1,0.716201
4200,2,2,0.549289
4200,2,3,0.432946
4200,2,4,0.342372
4200,2,5,0.269498
4200,2,6,0.217368
4200,3,1,0.613986
4200,3,2,0.426212
4200,3,3,0.310421
4200,3,4,0.227444
4200,3,5,0.165351
4200,3,6,0.127874
4200,4,1,0.528503
4200,4,2,0.333566
4200,4,3,0.228399
4200,4,4,0.157192
4200,4,5,0.108072
4200,4,6,0.0847015
4200,5,1,0.455244
4200,5,2,0.260106
4200,5,3,0.160888
4200,5,4,0.10389
4200,5,5,0.0634355
4200,5,6,0.0473772
4240,1,1,0.839706
4240,1,2,0.72327
4240,1,3,0.627423
4240,1,4,0.543861
4240,1,5,0.472769
4240,1,6,0.409501
4240,2,1,0.7197
4240,2,2,0.554546
4240,2,3,0.437115
4240,2,4,0.34631
4240,2,5,0.274283
4240,2,6,0.216719
4240,3,1,0.620479
4240,3,2,0.435178
4240,3,3,0.318569
4240,3,4,0.235635
4240,3,5,0.175426
4240,3,6,0.131875
4240,4,1,0.536485
4240,4,2,0.343399
4240,4,3,0.232375
4240,4,4,0.161496
4240,4,5,0.111893
4240,4,6,0.0819562
4240,5,1,0.463089
4240,5,2,0.269914
4240,5,3,0.168872
4240,5,4,0.114218
4240,5,5,0.0749018
4240,5,6,0.0490884
4280,1,1,0.837699
4280,1,2,0.718208
4280,1,3,0.616889
4280,1,4,0.530919
4280,1,5,0.457403
4280,1,6,0.394576
4280,2,1,0.718621
4280,2,2,0.551107
4280,2,3,0.427005
4280,2,4,0.333555
4280,2,5,0.259145
4280,2,6,0.199903
4280,3,1,0.618987
4280,3,2,0.430704
4280,3,3,0.307058
4280,3,4,0.221067
4280,3,5,0.156776
4280,3,6,0.105897
4280,4,1,0.535528
4280,4,2,0.339102
4280,4,3,0.225731
4280,4,4,0.150301
4280,4,5,0.100875
4280,4,6,0.0619143
4280,5,1,0.462417
4280,5,2,0.268594
4280,5,3,0.169829
4280,5,4,0.1063
4280,5,5,0.067508
4280,5,6,0.0378828
4320,1,1,0.839386
4320,1,2,0.720802
4320,1,3,0.621953
4320,1,4,0.538902
4320,1,5,0.466177
4320,1,6,0.402955
4320,2,1,0.721045
4320,2,2,0.556451
4320,2,3,0.436101
4320,2,4,0.344818
4320,2,5,0.269624
4320,2,6,0.210739
4320,3,1,0.620565
4320,3,2,0.434958
4320,3,3,0.31453
4320,3,4,0.228428
4320,3,5,0.167003
4320,3,6,0.125414
4320,4,1,0.533597
4320,4,2,0.339862
4320,4,3,0.230001
4320,4,4,0.156493
4320,4,5,0.106243
4320,4,6,0.0762996
4320,5,1,0.457604
4320,5,2,0.265984
4320,5,3,0.167267
4320,5,4,0.104353
4320,5,5,0.0649387
4320,5,6,0.0449005
4360,1,1,0.838603
4360,1,2,0.717756
4360,1,3,0.617424
4360,1,4,0.53157
4360,1,5,0.459263
4360,1,6,0.397288
4360,2,1,0.722369
4360,2,2,0.553705
4360,2,3,0.434051
4360,2,4,0.34046
4360,2,5,0.269458
4360,2,6,0.213166
4360,3,1,0.625959
4360,3,2,0.433957
4360,3,3,0.316501
4360,3,4,0.227814
4360,3,5,0.162301
4360,3,6,0.112893
4360,4,1,0.540356
4360,4,2,0.343254
4360,4,3,0.232711
4360,4,4,0.159782
4360,4,5,0.103447
4360,4,6,0.0677084
4360,5,1,0.467716
4360,5,2,0.273548
4360,5,3,0.175338
4360,5,4,0.110171
4360,5,5,0.0637185
4360,5,6,0.039647
4400,1,1,0.839131
4400,1,2,0.720674
4400,1,3,0.623522
4400,1,4,0.539749
4400,1,5,0.468505
4400,1,6,0.40623
4400,2,1,0.721147
4400,2,2,0.552915
4400,2,3,0.430431
4400,2,4,0.337057
4400,2,5,0.264436
4400,2,6,0.208644
4400,3,1,0.624179
4400,3,2,0.431947
4400,3,3,0.310022
4400,3,4,0.224927
4400,3,5,0.163023
4400,3,6,0.117232
4400,4,1,0.540017
4400,4,2,0.338502
4400,4,3,0.226623
4400,4,4,0.150296
4400,4,5,0.0978596
4400,4,6,0.0629459
4400,5,1,0.467249
4400,5,2,0.266755
4400,5,3,0.168994
4400,5,4,0.102503
4400,5,5,0.0588503
4400,5,6,0.0348015
4440,1,1,0.838381
4440,1,2,0.720432
4440,1,3,0.622911
4440,1,4,0.540565
4440,1,5,0.468528
4440,1,6,0.407234
4440,2,1,0.719708
4440,2,2,0.555438
4440,2,3,0.435497
4440,2,4,0.342114
4440,2,5,0.268748
4440,2,6,0.213329
4440,3,1,0.621418
4440,3,2,0.435938
4440,3,3,0.311884
4440,3,4,0.225694
4440,3,5,0.159898
4440,3,6,0.118591
4440,4,1,0.538132
4440,4,2,0.342196
4440,4,3,0.223097
4440,4,4,0.142963
4440,4,5,0.0882716
4440,4,6,0.0551532
4440,5,1,0.466789
4440,5,2,0.271196
4440,5,3,0.159575
4440,5,4,0.0913489
4440,5,5,0.0458702
4440,5,6,0.023438
4480,1,1,0.839306
4480,1,2,0.719057
4480,1,3,0.61964
4480,1,4,0.532657
4480,1,5,0.460019
4480,1,6,0.396539
4480,2,1,0.722441
4480,2,2,0.556517
4480,2,3,0.435693
4480,2,4,0.344696
4480,2,5,0.274196
4480,2,6,0.217783
4480,3,1,0.624925
4480,3,2,0.43861
4480,3,3,0.319494
4480,3,4,0.239333
4480,3,5,0.179361
4480,3,6,0.132695
4480,4,1,0.543409
4480,4,2,0.349437
4480,4,3,0.236983
4480,4,4,0.172333
4480,4,5,0.122326
4480,4,6,0.0841749
4480,5,1,0.472293
4480,5,2,0.277908
4480,5,3,0.177657
4480,5,4,0.123537
4480,5,5,0.085182
4480,5,6,0.0549427
4520,1,1,0.840063
4520,1,2,0.719976
4520,1,3,0.620649
4520,1,4,0.535481
4520,1,5,0.461912
4520,1,6,0.397722
4520,2,1,0.722215
4520,2,2,0.554342
4520,2,3,0.429921
4520,2,4,0.337554
4520,2,5,0.266817
4520,2,6,0.20877
4520,3,1,0.624619
4520,3,2,0.436408
4520,3,3,0.307498
4520,3,4,0.219386
4520,3,5,0.157116
4520,3,6,0.112658
4520,4,1,0.540287
4520,4,2,0.347221
4520,4,3,0.223527
4520,4,4,0.148045
4520,4,5,0.0952142
4520,4,6,0.066813
4520,5,1,0.466358
4520,5,2,0.274045
4520,5,3,0.162263
4520,5,4,0.101842
4520,5,5,0.0604327
4520,5,6,0.0410308
4560,1,1,0.840843
4560,1,2,0.725014
4560,1,3,0.628832
4560,1,4,0.544919
4560,1,5,0.471953
4560,1,6,0.408703
4560,2,1,0.724019
4560,2,2,0.559711
4560,2,3,0.438905
4560,2,4,0.342213
4560,2,5,0.267705
4560,2,6,0.207995
4560,3,1,0.625987
4560,3,2,0.438973
4560,3,3,0.313675
4560,3,4,0.227592
4560,3,5,0.166413
4560,3,6,0.120033
4560,4,1,0.544161
4560,4,2,0.345881
4560,4,3,0.224744
4560,4,4,0.150109
4560,4,5,0.0998292
4560,4,6,0.0689193
4560,5,1,0.470772
4560,5,2,0.268744
4560,5,3,0.158914
4560,5,4,0.0945664
4560,5,5,0.0585145
4560,5,6,0.0396348
4600,1,1,0.838885
4600,1,2,0.721966
4600,1,3,0.624354
4600,1,4,0.539571
4600,1,5,0.464539
4600,1,6,0.401055
4600,2,1,0.719929
4600,2,2,0.556867
4600,2,3,0.43912
4600,2,4,0.34891
4600,2,5,0.275566
4600,2,6,0.220088
4600,3,1,0.622135
4600,3,2,0.441422
4600,3,3,0.325535
4600,3,4,0.241935
4600,3,5,0.177563
4600,3,6,0.131037
4600,4,1,0.538429
4600,4,2,0.351954
4600,4,3,0.241675
4600,4,4,0.165137
4600,4,5,0.113164
4600,4,6,0.0758431
4600,5,1,0.465211
4600,5,2,0.279534
4600,5,3,0.178441
4600,5,4,0.108358
4600,5,5,0.0707993
4600,5,6,0.0473699
4640,1,1,0.839858
4640,1,2,0.719817
4640,1,3,0.621519
4640,1,4,0.536804
4640,1,5,0.464213
4640,1,6,0.403301
4640,2,1,0.720489
4640,2,2,0.55213
4640,2,3,0.432434
4640,2,4,0.336466
4640,2,5,0.262805
4640,2,6,0.205448
4640,3,1,0.623352
4640,3,2,0.431723
4640,3,3,0.313488
4640,3,4,0.223723
4640,3,5,0.163268
4640,3,6,0.120935
4640,4,1,0.538825
4640,4,2,0.336467
4640,4,3,0.224794
4640,4,4,0.146805
4640,4,5,0.0984002
4640,4,6,0.0689686
4640,5,1,0.46629
4640,5,2,0.264799
4640,5,3,0.162926
4640,5,4,0.0971745
4640,5,5,0.0604326
4640,5,6,0.0352527
4680,1,1,0.839602
4680,1,2,0.721467
4680,1,3,0.621858
4680,1,4,0.537994
4680,1,5,0.465736
4680,1,6,0.403131
4680,2,1,0.721763
4680,2,2,0.556721
4680,2,3,0.434765
4680,2,4,0.342382
4680,2,5,0.270061
4680,2,6,0.211929
4680,3,1,0.624953
4680,3,2,0.438112
4680,3,3,0.313394
4680,3,4,0.23042
4680,3,5,0.167717
4680,3,6,0.125088
4680,4,1,0.542101
4680,4,2,0.348105
4680,4,3,0.230796
4680,4,4,0.157293
4680,4,5,0.108401
4680,4,6,0.0755306
4680,5,1,0.468826
4680,5,2,0.276849
4680,5,3,0.170678
4680,5,4,0.110584
4680,5,5,0.0708447
4680,5,6,0.0501183
4720,1,1,0.838315
4720,1,2,0.719217
4720,1,3,0.618858
4720,1,4,0.535224
4720,1,5,0.459907
4720,1,6,0.393954
4720,2,1,0.71999
4720,2,2,0.554382
4720,2,3,0.436068
4720,2,4,0.34849
4720,2,5,0.276216
4720,2,6,0.215751
4720,3,1,0.622724
4720,3,2,0.433113
4720,3,3,0.315228
4720,3,4,0.232543
4720,3,5,0.172209
4720,3,6,0.122651
4720,4,1,0.539546
4720,4,2,0.339549
4720,4,3,0.230444
4720,4,4,0.158384
4720,4,5,0.113197
4720,4,6,0.0797007
4720,5,1,0.467991
4720,5,2,0.264637
4720,5,3,0.168402
4720,5,4,0.107124
4720,5,5,0.0694441
4720,5,6,0.0442883
4760,1,1,0.837712
4760,1,2,0.716459
4760,1,3,0.616612
4760,1,4,0.532013
4760,1,5,0.459404
4760,1,6,0.395736
4760,2,1,0.718451
4760,2,2,0.546908
4760,2,3,0.423126
4760,2,4,0.328114
4760,2,5,0.252953
4760,2,6,0.195451
4760,3,1,0.618589
4760,3,2,0.422595
4760,3,3,0.298813
4760,3,4,0.21539
4760,3,5,0.153014
4760,3,6,0.112367
4760,4,1,0.534321
4760,4,2,0.330894
4760,4,3,0.215676
4760,4,4,0.143035
4760,4,5,0.0914668
4760,4,6,0.058543
4760,5,1,0.461488
4760,5,2,0.258869
4760,5,3,0.155661
4760,5,4,0.0974024
4760,5,5,0.0600594
4760,5,6,0.0401616
4800,1,1,0.840087
4800,1,2,0.720949
4800,1,3,0.62205
4800,1,4,0.537803
4800,1,5,0.464265
4800,1,6,0.400589
4800,2,1,0.721767
4800,2,2,0.55529
4800,2,3,0.436121
4800,2,4,0.344023
4800,2,5,0.26918
4800,2,6,0.21273
4800,3,1,0.623314
4800,3,2,0.43479
4800,3,3,0.313974
4800,3,4,0.226006
4800,3,5,0.160894
4800,3,6,0.118928
4800,4,1,0.541001
4800,4,2,0.343723
4800,4,3,0.229954
4800,4,4,0.154582
4800,4,5,0.102086
4800,4,6,0.0726804
4800,5,1,0.470236
4800,5,2,0.270914
4800,5,3,0.170194
4800,5,4,0.107051
4800,5,5,0.0699632
4800,5,6,0.0516047
4840,1,1,0.838039
4840,1,2,0.72013
4840,1,3,0.620771
4840,1,4,0.536067
4840,1,5,0.461615
4840,1,6,0.396061
4840,2,1,0.720468
4840,2,2,0.557693
4840,2,3,0.438817
4840,2,4,0.349025
4840,2,5,0.274704
4840,2,6,0.219496
4840,3,1,0.623243
4840,3,2,0.442037
4840,3,3,0.323934
4840,3,4,0.240821
4840,3,5,0.174768
4840,3,6,0.127354
4840,4,1,0.53886
4840,4,2,0.350376
4840,4,3,0.243137
4840,4,4,0.171518
4840,4,5,0.118585
4840,4,6,0.0821607
4840,5,1,0.465665
4840,5,2,0.279177
4840,5,3,0.187855
4840,5,4,0.126858
4840,5,5,0.0804122
4840,5,6,0.0526885
4880,1,1,0.839171
4880,1,2,0.722747
4880,1,3,0.623634
4880,1,4,0.540302
4880,1,5,0.468954
4880,1,6,0.40652
4880,2,1,0.721818
4880,2,2,0.558368
4880,2,3,0.438724
4880,2,4,0.346959
4880,2,5,0.275165
4880,2,6,0.215791
4880,3,1,0.621878
4880,3,2,0.43473
4880,3,3,0.316248
4880,3,4,0.235952
4880,3,5,0.178792
4880,3,6,0.132986
4880,4,1,0.537308
4880,4,2,0.34128
4880,4,3,0.229288
4880,4,4,0.159808
4880,4,5,0.110972
4880,4,6,0.0758214
4880,5,1,0.464565
4880,5,2,0.271791
4880,5,3,0.172559
4880,5,4,0.11663
4880,5,5,0.0794733
4880,5,6,0.0556144
4920,1,1,0.838185
4920,1,2,0.718758
4920,1,3,0.619383
4920,1,4,0.535747
4920,1,5,0.462148
4920,1,6,0.398559
4920,2,1,0.717813
4920,2,2,0.548954
4920,2,3,0.428371
4920,2,4,0.340085
4920,2,5,0.267
4920,2,6,0.208508
4920,3,1,0.618009
4920,3,2,0.429196
4920,3,3,0.309062
4920,3,4,0.232923
4920,3,5,0.170172
4920,3,6,0.124744
4920,4,1,0.532158
4920,4,2,0.33743
4920,4,3,0.226603
4920,4,4,0.158622
4920,4,5,0.108382
4920,4,6,0.0805693
4920,5,1,0.459236
4920,5,2,0.269029
4920,5,3,0.169632
4920,5,4,0.115685
4920,5,5,0.0784587
4920,5,6,0.0697489
4960,1,1,0.838831
4960,1,2,0.72173
4960,1,3,0.624529
4960,1,4,0.54304
4960,1,5,0.47275
4960,1,6,0.411017
4960,2,1,0.721241
4960,2,2,0.56212
4960,2,3,0.446326
4960,2,4,0.359101
4960,2,5,0.289946
4960,2,6,0.231556
4960,3,1,0.625392
4960,3,2,0.44696
4960,3,3,0.333204
4960,3,4,0.255038
4960,3,5,0.19425
4960,3,6,0.14682
4960,4,1,0.541511
4960,4,2,0.355756
4960,4,3,0.247618
4960,4,4,0.177226
4960,4,5,0.12734
4960,4,6,0.0890445
4960,5,1,0.466643
4960,5,2,0.285763
4960,5,3,0.187671
4960,5,4,0.128909
4960,5,5,0.0917659
4960,5,6,0.0605886
5000,1,1,0.839298
5000,1,2,0.722161
5000,1,3,0.623786
5000,1,4,0.541142
5000,1,5,0.47145
5000,1,6,0.408857
5000,2,1,0.722206
5000,2,2,0.556987
5000,2,3,0.438214
5000,2,4,0.351225
5000,2,5,0.281917
5000,2,6,0.224525
5000,3,1,0.621999
5000,3,2,0.435167
5000,3,3,0.314946
5000,3,4,0.23368
5000,3,5,0.179955
5000,3,6,0.135283
5000,4,1,0.536751
5000,4,2,0.344064
5000,4,3,0.234503
5000,4,4,0.163474
5000,4,5,0.122039
5000,4,6,0.0864538
5000,5,1,0.462858
5000,5,2,0.271349
5000,5,3,0.172618
5000,5,4,0.111365
5000,5,5,0.0768581
5000,5,6,0.0506728
5040,1,1,0.838597
5040,1,2,0.719128
5040,1,3,0.620099
5040,1,4,0.536819
5040,1,5,0.465099
5040,1,6,0.403455
5040,2,1,0.720969
5040,2,2,0.554346
5040,2,3,0.431602
5040,2,4,0.340206
5040,2,5,0.269125
5040,2,6,0.210357
5040,3,1,0.621844
5040,3,2,0.434427
5040,3,3,0.312392
5040,3,4,0.230788
5040,3,5,0.172606
