sweep,R,T,W
4040,1,1,0.862021
4040,1,2,0.746633
4040,1,3,0.648327
4040,1,4,0.56293
4040,1,5,0.486674
4040,1,6,0.422987
4040,2,1,0.787436
4040,2,2,0.626471
4040,2,3,0.499496
4040,2,4,0.402161
4040,2,5,0.322024
4040,2,6,0.26061
4040,3,1,0.733108
4040,3,2,0.547973
4040,3,3,0.408587
4040,3,4,0.310764
4040,3,5,0.234165
4040,3,6,0.183734
4040,4,1,0.687308
4040,4,2,0.481948
4040,4,3,0.336651
4040,4,4,0.239345
4040,4,5,0.164484
4040,4,6,0.117402
4040,5,1,0.644261
4040,5,2,0.424155
4040,5,3,0.277317
4040,5,4,0.186664
4040,5,5,0.119941
4040,5,6,0.083949
4080,1,1,0.865509
4080,1,2,0.749777
4080,1,3,0.64844
4080,1,4,0.562016
4080,1,5,0.487222
4080,1,6,0.421075
4080,2,1,0.790997
4080,2,2,0.626331
4080,2,3,0.493559
4080,2,4,0.388171
4080,2,5,0.306813
4080,2,6,0.242134
4080,3,1,0.735774
4080,3,2,0.542425
4080,3,3,0.399667
4080,3,4,0.296038
4080,3,5,0.221582
4080,3,6,0.16333
4080,4,1,0.69251
4080,4,2,0.481711
4080,4,3,0.336626
4080,4,4,0.236943
4080,4,5,0.169857
4080,4,6,0.119236
4080,5,1,0.653815
4080,5,2,0.429976
4080,5,3,0.287255
4080,5,4,0.194325
4080,5,5,0.130152
4080,5,6,0.0886086
4120,1,1,0.862596
4120,1,2,0.746848
4120,1,3,0.647784
4120,1,4,0.562509
4120,1,5,0.490001
4120,1,6,0.426827
4120,2,1,0.78667
4120,2,2,0.625623
4120,2,3,0.497538
4120,2,4,0.398022
4120,2,5,0.320735
4120,2,6,0.258708
4120,3,1,0.729885
4120,3,2,0.541124
4120,3,3,0.400317
4120,3,4,0.298862
4120,3,5,0.223921
4120,3,6,0.16757
4120,4,1,0.683705
4120,4,2,0.478215
4120,4,3,0.33499
4120,4,4,0.237579
4120,4,5,0.170568
4120,4,6,0.122513
4120,5,1,0.642508
4120,5,2,0.426161
4120,5,3,0.281544
4120,5,4,0.189117
4120,5,5,0.126747
4120,5,6,0.0868304
4160,1,1,0.863402
4160,1,2,0.749948
4160,1,3,0.652225
4160,1,4,0.568022
4160,1,5,0.493226
4160,1,6,0.429088
4160,2,1,0.791218
4160,2,2,0.635788
4160,2,3,0.511413
4160,2,4,0.410903
4160,2,5,0.329715
4160,2,6,0.265068
4160,3,1,0.741735
4160,3,2,0.563821
4160,3,3,0.428454
4160,3,4,0.325743
4160,3,5,0.249858
4160,3,6,0.191404
4160,4,1,0.69878
4160,4,2,0.506739
4160,4,3,0.367316
4160,4,4,0.266157
4160,4,5,0.193329
4160,4,6,0.139511
4160,5,1,0.658639
4160,5,2,0.455884
4160,5,3,0.316759
4160,5,4,0.22077
4160,5,5,0.155956
4160,5,6,0.107188
4200,1,1,0.863319
4200,1,2,0.746176
4200,1,3,0.647799
4200,1,4,0.560706
4200,1,5,0.486342
4200,1,6,0.423186
4200,2,1,0.786631
4200,2,2,0.620363
4200,2,3,0.493975
4200,2,4,0.391512
4200,2,5,0.310469
4200,2,6,0.249555
4200,3,1,0.730317
4200,3,2,0.536732
4200,3,3,0.398434
4200,3,4,0.292644
4200,3,5,0.217078
4200,3,6,0.165216
4200,4,1,0.685965
4200,4,2,0.477331
4200,4,3,0.336782
4200,4,4,0.234778
4200,4,5,0.163412
4200,4,6,0.118937
4200,5,1,0.6468
4200,5,2,0.426873
4200,5,3,0.281555
4200,5,4,0.184466
4200,5,5,0.11522
4200,5,6,0.0729863
4240,1,1,0.864543
4240,1,2,0.750046
4240,1,3,0.651608
4240,1,4,0.565138
4240,1,5,0.491729
4240,1,6,0.42602
4240,2,1,0.788359
4240,2,2,0.624761
4240,2,3,0.494753
4240,2,4,0.393885
4240,2,5,0.312584
4240,2,6,0.245896
4240,3,1,0.734718
4240,3,2,0.544979
4240,3,3,0.403979
4240,3,4,0.303347
