sweep,acceptance,plaquette
1,0.492,0.940992
2,0.539667,0.90101
3,0.558667,0.87196
4,0.56,0.846302
5,0.551667,0.83366
6,0.581333,0.819499
7,0.571333,0.811352
8,0.56,0.801854
9,0.574333,0.796683
10,0.571667,0.791265
11,0.572333,0.788847
12,0.572,0.787235
13,0.588,0.779684
14,0.585667,0.778338
15,0.584333,0.774281
16,0.582667,0.77384
17,0.577,0.773344
18,0.578333,0.776358
19,0.585667,0.776977
20,0.576667,0.772243
21,0.591,0.773464
22,0.588,0.767065
23,0.582667,0.769263
24,0.584,0.767401
25,0.568333,0.767419
26,0.576667,0.767691
27,0.582,0.768517
28,0.576,0.770795
29,0.587333,0.768819
30,0.587667,0.765751
31,0.587667,0.766496
32,0.578667,0.766572
33,0.574333,0.765865
34,0.569,0.767022
35,0.576,0.769588
36,0.580333,0.773456
37,0.582333,0.768312
38,0.580667,0.770091
39,0.590333,0.764293
40,0.590667,0.763483
41,0.581,0.76745
42,0.573333,0.763359
43,0.595667,0.761099
44,0.578333,0.765511
45,0.582667,0.765017
46,0.584667,0.766668
47,0.599333,0.767245
48,0.589667,0.763836
49,0.584,0.763905
50,0.556667,0.760972
51,0.585667,0.761902
52,0.583333,0.760137
53,0.579333,0.763895
54,0.585667,0.761886
55,0.573,0.764885
56,0.605,0.764681
57,0.601333,0.765557
58,0.57,0.766996
59,0.597333,0.767172
60,0.586333,0.765711
61,0.588333,0.763462
62,0.584,0.768108
63,0.575,0.767987
64,0.583333,0.767645
65,0.579667,0.767483
66,0.595,0.766184
67,0.586667,0.763357
68,0.566,0.766548
69,0.583333,0.765154
70,0.569,0.760698
71,0.596333,0.756709
72,0.571333,0.75893
73,0.573667,0.758124
74,0.583333,0.763875
75,0.569667,0.762455
76,0.575,0.765201
77,0.572667,0.763367
78,0.583667,0.766778
79,0.570667,0.763655
80,0.590333,0.761869
81,0.588667,0.762716
82,0.584,0.759984
83,0.586,0.763126
84,0.584667,0.765585
85,0.590667,0.76662
86,0.583333,0.761316
87,0.582,0.761658
88,0.571667,0.765152
89,0.583333,0.765773
90,0.584333,0.767218
91,0.578,0.764623
92,0.568333,0.768956
93,0.582667,0.769332
94,0.584333,0.770741
95,0.577,0.766357
96,0.583667,0.768233
97,0.582333,0.768319
98,0.561667,0.768592
99,0.570333,0.766528
100,0.585,0.768175
101,0.572,0.764724
102,0.581,0.761035
103,0.578333,0.76263
104,0.583667,0.762967
105,0.583,0.762369
106,0.592,0.767137
107,0.587,0.764405
108,0.573667,0.762922
109,0.584,0.766775
110,0.576333,0.767114
111,0.588,0.764493
112,0.567,0.763477
113,0.579,0.765623
114,0.573667,0.763477
115,0.579667,0.764096
116,0.583333,0.765802
117,0.588333,0.766103
118,0.574,0.76633
119,0.577667,0.764955
120,0.597,0.764148
121,0.572333,0.762855
122,0.597333,0.763035
123,0.582333,0.761732
124,0.578,0.768423
125,0.585333,0.769537
126,0.584667,0.768907
127,0.596333,0.764354
128,0.573667,0.758816
129,0.569667,0.755772
130,0.583,0.754866
131,0.580667,0.755525
132,0.586333,0.756808
133,0.574667,0.758266
134,0.591,0.757918
135,0.579667,0.755303
136,0.578667,0.755152
137,0.585667,0.758688
138,0.589667,0.75114
139,0.601333,0.755289
140,0.577333,0.757032
141,0.596,0.75494
142,0.579333,0.756131
143,0.585333,0.755043
144,0.600667,0.751191
145,0.585667,0.756111
146,0.582667,0.756079
147,0.588667,0.75374
148,0.576,0.754671
149,0.588333,0.756362
150,0.569,0.756516
151,0.578333,0.757749
152,0.585,0.756056
153,0.586,0.755458
154,0.564,0.758263
155,0.575333,0.75491
156,0.603333,0.756475
157,0.591,0.751686
158,0.587,0.757238
159,0.598333,0.757751
160,0.583667,0.758526
161,0.575667,0.760357
162,0.571,0.762166
163,0.585,0.763763
164,0.574,0.765165
165,0.581,0.76266
166,0.578,0.764208
167,0.581333,0.759783
168,0.58,0.762596
169,0.571333,0.758329
170,0.584333,0.758592
171,0.560667,0.760147
172,0.564333,0.756013
173,0.572333,0.755561
174,0.589,0.756878
175,0.579333,0.760818
176,0.586,0.760837
177,0.565333,0.761507
178,0.566333,0.760778
179,0.598667,0.757776
180,0.575333,0.758779
181,0.592,0.760093
182,0.563333,0.757077
183,0.575333,0.763298
184,0.594,0.761163
185,0.589333,0.762009
186,0.576667,0.76135
187,0.575333,0.763646
188,0.590667,0.763056
189,0.595,0.761312
190,0.584333,0.760276
191,0.560333,0.759561
192,0.561667,0.758486
193,0.568,0.758467
194,0.576333,0.759609
195,0.585667,0.759262
196,0.583333,0.758575
197,0.575,0.756273
198,0.574333,0.754219
199,0.583,0.755286
200,0.577,0.755016
201,0.596333,0.757782
202,0.577,0.7553
203,0.593667,0.754326
204,0.576333,0.753609
205,0.566,0.75933
206,0.581333,0.758675
207,0.58,0.758444
208,0.582,0.7599
209,0.570333,0.7584
210,0.58,0.757505
211,0.584667,0.754396
212,0.582,0.752624
213,0.595333,0.754243
214,0.580667,0.752475
215,0.583333,0.754413
216,0.607,0.755828
217,0.594667,0.757058
218,0.567333,0.753971
219,0.585667,0.752003
220,0.578667,0.753634
221,0.578333,0.758022
222,0.573,0.755388
223,0.585,0.752726
224,0.572,0.753233
225,0.594333,0.756055
226,0.590333,0.753921
227,0.593667,0.757067
228,0.594,0.758378
229,0.574667,0.757018
230,0.592,0.759763
231,0.585,0.761682
232,0.589667,0.760859
233,0.576,0.764788
234,0.582667,0.761749
235,0.575333,0.765139
236,0.575667,0.768467
237,0.565,0.762527
238,0.597667,0.761714
239,0.585667,0.75971
240,0.58,0.759587
241,0.592667,0.758657
242,0.585333,0.759485
243,0.585,0.762135
244,0.586333,0.760063
245,0.576333,0.76095
246,0.575667,0.758825
247,0.602333,0.752457
248,0.582333,0.753011
249,0.572667,0.756567
250,0.596,0.756108
251,0.573333,0.760358
252,0.594,0.757385
253,0.575667,0.755828
254,0.580667,0.756813
255,0.584333,0.754752
256,0.594333,0.752433
257,0.595667,0.752213
258,0.587667,0.756624
259,0.573,0.755801
260,0.585667,0.756659
261,0.587333,0.755546
262,0.569,0.752667
263,0.592333,0.748359
264,0.585,0.750166
265,0.592333,0.750009
266,0.569333,0.755057
267,0.585333,0.755651
268,0.587667,0.758891
269,0.580333,0.757125
270,0.587667,0.755462
271,0.586333,0.756697
272,0.579333,0.756533
273,0.565333,0.755172
274,0.600667,0.756629
275,0.588333,0.762342
276,0.573,0.758973
277,0.583667,0.757502
278,0.573667,0.756144
279,0.585,0.754701
280,0.579,0.754385
281,0.576333,0.757996
282,0.574,0.761511
283,0.586667,0.763288
284,0.595333,0.762648
285,0.577333,0.762267
286,0.582333,0.763745
287,0.593333,0.76301
288,0.566333,0.76401
289,0.569333,0.76436
290,0.582333,0.764791
291,0.586333,0.766651
292,0.547333,0.770017
293,0.577667,0.765168
294,0.567333,0.761195
295,0.579333,0.764045
296,0.574333,0.761671
297,0.565667,0.759907
298,0.577333,0.756589
299,0.576667,0.756673
300,0.574,0.758192
301,0.592333,0.754961
302,0.581333,0.752551
303,0.573,0.75272
304,0.573333,0.748901
305,0.584667,0.750449
306,0.591333,0.750021
307,0.577667,0.749877
308,0.585667,0.75074
309,0.598333,0.751238
310,0.584667,0.751946
311,0.594333,0.754665
312,0.592667,0.754379
313,0.590667,0.757255
314,0.581667,0.754382
315,0.575667,0.7562
316,0.567667,0.758699
317,0.578667,0.756881
318,0.580333,0.760389
319,0.568,0.757091
320,0.584333,0.758393
321,0.57,0.7578
322,0.568333,0.756238
323,0.588,0.754916
324,0.586333,0.755103
325,0.577667,0.754745
326,0.588,0.758942
327,0.586333,0.758716
328,0.581,0.756766
329,0.585667,0.758398
330,0.573667,0.758481
331,0.578667,0.755262
332,0.594333,0.757404
333,0.579333,0.754165
334,0.578667,0.752054
335,0.585667,0.74895
336,0.592,0.751261
337,0.581,0.750264
338,0.569667,0.750014
339,0.586333,0.747816
340,0.59,0.74855
341,0.583333,0.749422
342,0.579667,0.749204
343,0.583,0.753439
344,0.572,0.759321
345,0.580667,0.754697
346,0.582,0.756077
347,0.596667,0.758909
348,0.589,0.758433
349,0.59,0.762961
350,0.564333,0.759333
351,0.587,0.759551
352,0.585667,0.761208
353,0.580333,0.75966
354,0.575667,0.760956
355,0.583667,0.763685
356,0.575333,0.764115
357,0.589,0.760363
358,0.582667,0.760541
359,0.575667,0.759648
360,0.588,0.755794
361,0.589333,0.75965
362,0.592333,0.760201
363,0.563,0.760234
364,0.575,0.756775
365,0.576,0.759191
366,0.577667,0.761671
367,0.577333,0.761271
368,0.569667,0.760777
369,0.568,0.759758
370,0.587333,0.758875
371,0.580333,0.761147
372,0.582,0.762746
373,0.573667,0.761059
374,0.593,0.758321
375,0.580333,0.762204
376,0.579667,0.760192
377,0.594333,0.761132
378,0.589333,0.759005
379,0.581,0.759461
380,0.589333,0.763132
381,0.584,0.765511
382,0.566,0.76389
383,0.568667,0.76348
384,0.585333,0.763174
385,0.577,0.764066
386,0.588667,0.766707
387,0.585,0.761858
388,0.558333,0.760478
389,0.581667,0.761306
390,0.572333,0.764044
391,0.577667,0.760857
392,0.597333,0.762943
393,0.586333,0.764654
394,0.575333,0.769131
395,0.561667,0.77031
396,0.592667,0.765581
397,0.558,0.764541
398,0.597333,0.767208
399,0.579,0.768552
400,0.579667,0.769131
401,0.572667,0.764844
402,0.579,0.763902
403,0.578667,0.762443
404,0.581667,0.759063
405,0.595667,0.758961
406,0.566333,0.761804
407,0.584667,0.762946
408,0.593667,0.766562
409,0.594667,0.765976
410,0.585,0.764362
411,0.583667,0.762227
412,0.586,0.759985
413,0.586333,0.753231
414,0.582667,0.758482
415,0.58,0.757511
416,0.577667,0.755819
417,0.576,0.753592
418,0.591,0.758199
419,0.574667,0.759468
420,0.587667,0.760269
421,0.586333,0.76125
422,0.575333,0.76253
423,0.588333,0.761317
424,0.588,0.7649
425,0.587,0.763601
426,0.572667,0.76191
427,0.582333,0.757732
428,0.585,0.760183
429,0.595333,0.760377
430,0.580667,0.758767
431,0.573333,0.75635
432,0.579,0.757739
433,0.582,0.751911
434,0.587,0.752757
435,0.595667,0.753012
436,0.569,0.757643
437,0.568667,0.757445
438,0.569333,0.760116
439,0.58,0.759718
440,0.578333,0.759108
441,0.588333,0.758681
442,0.558667,0.758223
443,0.578,0.757373
444,0.594667,0.758592
445,0.575333,0.763496
446,0.585667,0.765088
447,0.589333,0.767331
448,0.585667,0.764529
449,0.575333,0.763649
450,0.579,0.763538
451,0.572667,0.764301
452,0.576,0.764687
453,0.587333,0.765643
454,0.581667,0.763076
455,0.595,0.76077
456,0.581667,0.759818
457,0.583667,0.757661
458,0.587667,0.759328
459,0.588333,0.759477
460,0.586667,0.761187
461,0.591,0.762845
462,0.568,0.761999
463,0.596333,0.75828
464,0.580333,0.754226
465,0.579667,0.752783
466,0.578333,0.751972
467,0.581333,0.755497
468,0.586,0.754521
469,0.584667,0.756323
470,0.577333,0.753502
471,0.583667,0.756802
472,0.566,0.759155
473,0.576667,0.758662
474,0.58,0.758861
475,0.591333,0.76428
476,0.581667,0.764701
477,0.581333,0.76129
478,0.580667,0.761266
479,0.588333,0.764193
480,0.580667,0.761912
481,0.558333,0.759998
482,0.579,0.762891
483,0.569,0.761628
484,0.571667,0.763003
485,0.571667,0.756492
486,0.573333,0.760315
487,0.578667,0.760505
488,0.598333,0.760934
489,0.576,0.760002
490,0.579333,0.759812
491,0.572667,0.761687
492,0.575667,0.760738
493,0.572667,0.760562
494,0.59,0.759882
495,0.586,0.756099
496,0.576667,0.755282
497,0.579667,0.758943
498,0.582667,0.761124
499,0.583667,0.758247
500,0.591333,0.75375
501,0.58,0.757393
502,0.580333,0.757136
503,0.594667,0.759249
504,0.585,0.759587
505,0.579,0.765057
506,0.573333,0.763553
507,0.591333,0.764974
508,0.568,0.763344
509,0.592667,0.76227
510,0.575667,0.759771
511,0.581667,0.76249
512,0.579,0.759852
513,0.573,0.763474
514,0.597333,0.760701
515,0.575,0.76623
516,0.581333,0.766261
517,0.583333,0.768937
518,0.575,0.763591
519,0.572667,0.7644
520,0.567667,0.760706
521,0.593333,0.76159
522,0.583333,0.761969
523,0.583333,0.760276
524,0.567333,0.764491
525,0.587,0.758713
526,0.581333,0.760891
527,0.573,0.759078
528,0.602,0.756755
529,0.587667,0.759713
530,0.583667,0.764225
531,0.582333,0.764519
532,0.581333,0.764863
533,0.584333,0.763883
534,0.571667,0.763924
